,catid,surfacedensity,surfacedensity_err,completenesscorrection,areacorrection,surfacedensityflag,surfacedensity_m19,surfacedensity_err_m19,completenesscorrection_m19,areacorrection_m19,surfacedensityflag_m19
1804,594265,0.304,0.0745,1.0,1.0,0,0.293,0.0688,1.0,1.0,0
1805,346718,0.591,0.2996,1.0,1.0,0,0.591,0.2996,1.0,1.0,0
1806,221375,0.436,0.8478,1.0,1.6761874,1,0.222,0.0361,1.0,1.7627828,1
1807,320750,0.088,0.0171,1.0,1.0,0,0.086,0.017,1.0,1.0,0
1808,273309,1.288,0.3099,1.0,1.0,0,1.076,0.1993,1.0,1.0144168,1
1809,136443,0.009,0.0032,1.0624734,1.506625,1,0.009,0.0032,1.0624734,1.506625,1
1810,302846,0.172,0.0103,1.0,1.0099763,1,0.172,0.0103,1.0,1.0099763,1
1811,561685,0.386,0.5418,1.0,1.0,0,0.386,0.5418,1.0,1.0,0
1812,98990,2.446,0.5974,1.0475593,1.0,0,2.446,0.5974,1.0475593,1.0,0
1813,417453,9.63,1.134,1.1428572,1.0,0,9.63,1.134,1.1428572,1.0,0
1814,220126,3.005,0.2901,1.0,1.0018051,1,3.005,0.2901,1.0,1.0018051,1
1815,205084,8.555,1.4925,1.0,1.0,0,6.37,0.4772,1.0,1.0,0
1816,569909,0.375,0.0313,1.0,1.0,0,0.375,0.0313,1.0,1.0,0
1817,238216,51.944,18.6987,1.1428572,1.0,0,47.626,11.9098,1.1428572,1.0,0
1818,92732,12.931,1.327,1.200048,1.0,0,12.931,1.327,1.200048,1.0,0
1819,610893,2.262,0.4338,1.0,1.0,0,1.512,0.2974,1.0,1.0,0
1820,186617,0.067,0.0816,1.0,1.0003502,1,0.067,0.0816,1.0,1.0003502,1
1821,205083,0.24,0.0594,1.0,1.0682409,1,0.24,0.0594,1.0,1.0682409,1
1822,543807,0.047,0.0172,1.0,1.0021462,1,0.047,0.0172,1.0,1.0021462,1
1823,144243,2.403,0.4136,1.0,1.0,0,2.403,0.4136,1.0,1.0,0
1824,397267,0.022,0.0043,1.0,1.3604407,1,0.022,0.0043,1.0,1.3604407,1
1825,289118,92.251,37.085,1.0526316,1.0,0,59.179,68.5029,1.0526316,1.0,0
1826,238131,5.624,3.7049,1.0,1.0,0,0.939,0.0583,1.0,1.0,0
1827,208666,1.081,0.2297,1.1332729,1.0,0,1.081,0.2297,1.1332729,1.0,0
1828,423416,0.36,0.0359,1.0,1.8896822,1,0.214,0.05,1.0,1.9146768,1
1829,204836,21.598,7.0352,1.0,1.0,0,5.994,1.1305,1.0,1.0,0
1830,272543,0.643,0.0444,1.0,1.0,0,0.643,0.0444,1.0,1.0,0
1831,47464,0.387,0.0653,1.0624734,1.0,0,0.387,0.0653,1.0624734,1.0,0
1832,144491,0.572,0.0744,1.0,1.2862912,1,0.539,0.0337,1.0,1.3016896,1
1833,622394,1.108,0.2126,1.0,1.0,0,0.628,0.1018,1.0,1.0,0
1834,47290,7.886,1.3962,1.0,1.0,0,7.886,1.3962,1.0,1.0,0
1835,144178,1.396,0.2052,1.0768899,1.0,0,1.396,0.2052,1.0768899,1.0,0
1836,99233,0.14,0.0206,1.0666667,1.0,0,0.14,0.0206,1.0666667,1.0,0
1837,623144,0.057,0.0053,1.0,1.0,0,0.05,0.0084,1.0,1.0,0
1838,371334,0.264,0.0646,1.0,1.0,0,0.264,0.0646,1.0,1.0,0
1839,509512,0.271,0.0516,1.0384216,1.0003134,1,0.271,0.0516,1.0384216,1.0003134,1
1840,492782,0.292,0.0273,1.0416667,1.1731209,1,0.292,0.0273,1.0416667,1.1731209,1
1841,220332,30.702,9.9471,1.0,1.0,0,17.296,7.2658,1.0,1.0,0
1842,91692,14.767,2.4531,1.0,1.0,0,14.767,2.4531,1.0,1.0,0
1843,185795,0.043,0.0199,1.0,1.0135605,1,0.043,0.0199,1.0,1.0135605,1
1844,599862,0.752,0.1315,1.0,1.0,0,0.752,0.4051,1.0,1.0,0
1845,508189,0.12,0.024,1.0,1.6516558,1,0.114,0.0226,1.0,1.6597911,1
1846,239490,2.255,0.367,1.0,1.0,0,2.255,0.367,1.0,1.0,0
1847,273301,0.111,0.0137,1.0,1.0,0,0.111,0.0137,1.0,1.0,0
1848,386226,0.359,0.054,1.0714668,1.0,0,0.359,0.054,1.0714668,1.0,0
1849,16310,2.158,0.3838,1.0,1.0,0,1.014,0.7127,1.0,1.0,0
1850,287776,0.027,0.0052,1.0,1.8794141,1,0.026,0.0058,1.0,1.8809363,1
1851,387640,0.572,0.443,1.0,1.0,0,0.572,0.443,1.0,1.0,0
1852,508908,2.98,0.6681,1.0,1.0,0,2.98,0.6681,1.0,1.0,0
1853,319381,0.573,0.0818,1.1538018,1.0,0,0.573,0.0818,1.1538018,1.0,0
1854,209181,0.317,0.0458,1.0,1.0,0,0.317,0.0458,1.0,1.0,0
1855,7130,0.116,0.0206,1.0344471,1.0,0,0.116,0.0206,1.0344471,1.0,0
1856,49524,0.166,0.0607,1.0,1.0,0,0.152,0.0751,1.0,1.0,0
1857,227594,0.056,0.0106,1.0,1.0,0,0.056,0.0106,1.0,1.0,0
1858,493403,0.064,0.0105,1.0344471,1.247602,1,0.064,0.0101,1.0344471,1.247602,1
1859,7848,0.827,0.1567,1.0,1.0,0,0.827,0.5863,1.0,1.0,0
1860,93671,0.232,0.1243,1.0,1.0,0,0.232,0.1243,1.0,1.0,0
1861,543738,2.626,0.6585,1.0,1.0,0,1.639,0.4613,1.0,1.0,0
1862,288903,7.553,1.1489,1.0357327,1.0453347,1,7.553,1.1489,1.0357327,1.0453347,1
1863,505947,0.369,0.2273,1.0624734,1.7574649,1,0.208,0.1011,1.0624734,1.8152417,1
1864,78667,1.077,0.1234,1.0,1.0,0,1.077,0.1234,1.0,1.0,0
1865,380580,0.586,0.7181,1.0,1.7571756,1,0.097,0.0159,1.0,1.8973188,1
1866,623366,0.557,0.0918,1.1052166,1.0,0,0.541,0.0865,1.1052166,1.0,0
1867,279841,1.22,0.2038,1.0,1.0,0,1.22,0.2038,1.0,1.0,0
1868,196096,0.216,0.0364,1.0,1.4072094,1,0.216,0.0364,1.0,1.4072094,1
1869,369144,0.499,0.0383,1.1052166,1.0,0,0.416,0.0697,1.1052166,1.0,0
1870,177332,nan,nan,nan,nan,9,0.26,0.0456,1.0,1.0,0
1871,297633,0.575,0.1323,1.0,1.0,0,0.575,0.1323,1.0,1.0,0
1872,78985,0.093,0.0166,1.0333781,1.0,0,0.093,0.0166,1.0333781,1.0,0
1873,486894,0.906,0.2726,1.0714668,1.0685835,1,0.895,0.1592,1.0714668,1.0711273,1
1874,537386,1.075,0.1675,1.0,1.0,0,1.075,0.1675,1.0,1.0,0
1875,491509,0.381,0.0573,1.0,1.0,0,0.365,0.0626,1.0,1.0005845,1
1876,543500,12.586,1.5246,1.0,1.0,0,12.586,1.5246,1.0,1.0,0
1877,567760,1.564,1.3209,1.0,1.0,0,1.564,1.3209,1.0,1.0,0
1878,593683,0.243,0.0587,1.0624734,1.0,0,0.243,0.0587,1.0624734,1.0,0
1879,301382,0.285,0.0299,1.0,1.0,0,0.285,0.0299,1.0,1.0,0
1880,31620,1.5,0.2197,1.0,1.0,0,0.786,0.1444,1.0,1.0,0
1881,377668,4.292,30.7308,1.049979,1.0,0,4.292,30.7308,1.049979,1.0,0
1882,278353,2.723,3.4006,1.0,1.0,0,2.723,3.4006,1.0,1.0,0
1883,24013,0.374,0.1051,1.0,1.0,0,0.374,0.1051,1.0,1.0,0
1884,136688,37.171,3.2953,1.0,1.0,0,33.255,9.8552,1.0,1.0,0
1885,184360,3.354,0.1984,1.0,1.0,0,3.354,0.1984,1.0,1.0,0
1886,463265,0.048,0.0066,1.0,1.0337707,1,0.048,0.0066,1.0,1.0337707,1
1887,550327,0.788,1.5003,1.0,1.0,0,0.092,0.0454,1.0,1.0,0
1888,569932,0.564,0.0735,1.0,1.0,0,0.402,0.0372,1.0,1.0,0
1889,297943,1.863,0.3387,1.0,1.0,0,1.28,0.346,1.0,1.0,0
1890,49732,1.626,0.8731,1.0,1.0,0,0.382,0.1203,1.0,1.0,0
1891,47215,0.214,0.0642,1.0,1.4284054,1,0.102,0.0173,1.0,1.5810448,1
1892,382370,0.337,0.0619,1.0,1.0,0,0.337,0.0619,1.0,1.0,0
1893,238172,11.35,1.0818,1.1538018,1.0,0,11.35,1.0818,1.1538018,1.0,0
1894,273514,0.725,0.1562,1.0,1.0575397,1,0.474,0.106,1.0,1.1567686,1
1895,302810,0.245,0.0419,1.0,1.0,0,0.245,0.0419,1.0,1.0,0
1896,548784,0.389,0.0569,1.0400416,1.6105165,1,0.389,0.0569,1.0400416,1.6105165,1
1897,238369,25.088,13.7517,1.0,1.0,0,25.088,13.7517,1.0,1.0,0
1898,600014,0.328,0.0653,1.0,1.0,0,0.328,0.0653,1.0,1.0,0
1899,17414,1.046,0.1698,1.0,1.9841858,1,1.013,0.1278,1.0,1.9846337,1
1900,252285,0.229,0.018,1.0714668,1.512511,1,0.229,0.018,1.0714668,1.512511,1
1901,230714,8.107,3.4696,1.0624734,1.3439597,1,3.683,5.0793,1.0624734,1.520903,1
1902,62800,0.643,1.2428,1.0,1.0,0,0.643,1.2428,1.0,1.0,0
1903,618971,9.444,2.7045,1.25,1.0,0,9.444,2.7045,1.25,1.0,0
1904,30786,0.143,0.0261,1.0,1.0,0,0.143,0.0261,1.0,1.0,0
1905,550780,0.063,0.0075,1.0,1.0,0,0.063,0.0075,1.0,1.0,0
1906,323194,0.476,0.0841,1.0,1.0450933,1,0.143,0.028,1.0,1.3385626,1
1907,137357,0.163,0.0227,1.0,1.0,0,0.163,0.0227,1.0,1.0,0
1908,535007,0.419,0.0803,1.0,1.0,0,0.419,0.0803,1.0,1.0,0
1909,62663,4.554,6.7047,1.0,1.0,0,0.576,10.6827,1.0,1.0,0
1910,15218,0.339,0.0543,1.0,1.0,0,0.339,0.0543,1.0,1.0,0
1911,511863,0.161,0.0264,1.0588733,1.6571232,1,0.686,nan,1.0588733,1.0,4
1912,402525,0.045,0.0234,1.0624734,1.9611878,1,0.034,0.0341,1.0624734,1.9662977,1
1913,534654,0.281,0.0326,1.1249859,1.2683758,1,0.281,0.0326,1.1249859,1.2683758,1
1914,278846,6.429,4.8646,1.0714668,1.0,0,6.429,4.8646,1.0714668,1.0,0
1915,521819,0.791,0.7165,1.0384216,1.4698436,1,0.791,0.7165,1.0384216,1.4698436,1
1916,71008,1.039,0.4644,1.0,1.0,0,1.039,0.4644,1.0,1.0,0
1917,239720,0.109,0.0569,1.0,1.0,0,0.09,0.018,1.0,1.0,0
1918,509670,1.001,0.2817,1.0,1.1218187,1,0.794,0.1089,1.0,1.1795163,1
1919,92404,0.568,0.165,1.0,1.0,0,0.568,0.3948,1.0,1.0,0
1920,423270,0.269,0.0394,1.0624734,1.7595519,1,0.239,0.0432,1.0624734,1.7724862,1
1921,623641,1.794,1.7655,1.0,1.0,0,1.794,1.7655,1.0,1.0,0
1922,508594,4.256,0.6689,1.049979,1.0,0,4.256,0.6689,1.049979,1.0,0
1923,23037,0.392,0.3267,1.0,1.0,0,0.392,0.3267,1.0,1.0,0
1924,227970,2.469,3.8211,1.1428572,1.0,0,2.469,3.8211,1.1428572,1.0,0
1925,227176,4.009,0.7616,1.0384216,1.0,0,4.009,0.7616,1.0384216,1.0,0
1926,493832,1.568,1.0975,1.0,1.0,0,1.568,1.0975,1.0,1.0,0
1927,93414,0.87,0.1588,1.0588733,1.0,0,0.87,0.1006,1.0588733,1.0,0
1928,586599,0.075,0.0149,1.0,1.2607781,1,0.075,0.0149,1.0,1.2607781,1
1929,273952,3.193,2.2666,1.0800302,1.7861775,1,0.335,2.687,1.0800302,1.928051,1
1930,422652,5.45,1.0786,1.0,1.0,0,5.45,1.0786,1.0,1.0,0
1931,186202,0.222,0.0254,1.0,1.0,0,0.222,0.0299,1.0,1.0,0
1932,63163,0.156,0.0286,1.0666667,1.0,0,0.146,0.0241,1.0666667,1.0,0
1933,227614,16.49,2.5436,1.0,1.0,0,16.49,2.5436,1.0,1.0,0
1934,386547,nan,nan,nan,nan,9,0.039,0.023,1.0,1.0008198,1
1935,388153,0.235,0.069,1.0,1.0,0,0.235,0.069,1.0,1.0,0
1936,599797,4.188,0.8532,1.0,1.0,0,4.188,0.8532,1.0,1.0,0
1937,288723,nan,nan,nan,nan,9,0.014,0.0026,1.0,1.6285493,1
1938,237661,1.169,0.5559,1.0,1.0025733,1,0.511,0.5309,1.0,1.1686257,1
1939,47257,10.063,6.0437,1.0,1.0,0,10.063,6.0437,1.0,1.0,0
1940,485651,5.508,4.8857,1.0,1.0,0,5.508,4.8857,1.0,1.0,0
1941,536005,0.071,0.028,1.1428572,1.0,0,0.052,0.0445,1.1428572,1.0,0
1942,79257,1.389,2.6302,1.0555204,1.0,0,0.575,0.5079,1.0555204,1.0,0
1943,273976,4.121,2.852,1.0,1.2238584,1,4.121,3.7397,1.0,1.2238584,1
1944,220657,0.066,0.0125,1.0,1.2379812,1,0.066,0.0125,1.0,1.2379812,1
1945,208890,1.5,0.5031,1.0,1.0,0,1.5,0.5537,1.0,1.0,0
1946,143746,9.528,0.8945,1.0624734,1.0,0,9.528,0.8945,1.0624734,1.0,0
1947,22633,0.008,0.001,1.0,1.5274591,1,0.008,0.001,1.0,1.5274591,1
1948,107301,2.261,2.0762,1.0,1.0,0,2.261,2.0762,1.0,1.0,0
1949,543538,98.588,81.5414,1.0,1.0,0,77.312,11.1014,1.0,1.0,0
1950,618787,0.279,0.0517,1.0,1.0,0,0.274,0.0511,1.0,1.0,0
1951,214251,17.511,3.3885,1.0,1.0,0,17.511,3.3885,1.0,1.0,0
1952,486006,1.689,0.8335,1.0,1.0,0,1.689,0.8335,1.0,1.0,0
1953,204577,0.108,0.0143,1.0714668,1.0108541,1,0.108,0.0143,1.0714668,1.0108541,1
1954,36881,4.617,0.8948,1.0,1.0,0,4.593,0.8995,1.0,1.0,0
1955,105600,5.059,0.8016,1.0624734,1.0,0,5.059,0.8016,1.0624734,1.0,0
1956,16926,0.457,0.1303,1.1363636,1.0,0,0.457,0.1454,1.1363636,1.0,0
1957,136918,33.036,6.6645,1.0,1.0,0,16.442,8.9792,1.0,1.0,0
1958,144320,0.043,0.0087,1.0,1.0,0,0.043,0.0087,1.0,1.0,0
1959,509723,0.069,0.0094,1.0,1.4001645,1,0.058,0.0055,1.0,1.437524,1
1960,599134,0.58,0.2998,1.0,1.0,0,0.233,0.2305,1.0,1.0,0
1961,386831,0.097,0.0135,1.0400416,1.0,0,0.097,0.0135,1.0400416,1.0,0
1962,49668,1.008,0.2005,1.0,1.0,0,0.496,0.191,1.0,1.0,0
1963,271431,2.523,0.4774,1.0416667,1.0,0,2.523,0.4774,1.0416667,1.0,0
1964,8404,5.524,0.596,1.0588733,1.0,0,4.077,1.0562,1.0588733,1.0,0
1965,216670,0.094,0.0348,1.0,1.0068692,1,0.094,0.0348,1.0,1.0068692,1
1966,319064,11.401,0.6576,1.0,1.0,0,9.84,2.2177,1.0,1.0,0
1967,517286,18.907,4.4256,1.049979,1.0,0,18.907,4.4256,1.049979,1.0,0
1968,486992,1.067,0.1857,1.0,1.0,0,0.848,0.0998,1.0,1.0091481,1
1969,380543,0.588,1.2491,1.0714668,1.9905772,1,0.101,0.0168,1.0714668,1.9966125,1
1970,320035,0.35,0.0504,1.0555204,1.0,0,0.35,0.0504,1.0555204,1.0,0
1971,30476,nan,nan,nan,nan,9,0.063,0.0112,1.0,1.0,0
1972,585226,0.488,0.0421,1.0,1.0,0,0.363,0.0587,1.0,1.0,0
1973,138914,0.045,0.0182,1.0526316,1.3708634,1,0.04,0.0065,1.0526316,1.4020236,1
1974,574779,0.027,0.0295,1.0666667,1.0,0,0.027,0.0295,1.0666667,1.0,0
1975,418624,0.619,0.1971,1.0,1.0,0,0.619,0.1971,1.0,1.0,0
1976,570090,0.219,0.0394,1.0,1.0,0,0.197,0.0297,1.0,1.0,0
1977,619966,1.218,0.2419,1.0,1.0,0,1.004,0.1825,1.0,1.0,0
1978,178865,0.26,0.0464,1.0,1.0899619,1,0.136,0.0226,1.0,1.2521144,1
1979,71099,0.261,0.0184,1.0,1.2258013,1,0.157,nan,1.0,1.0,4
1980,204117,0.017,0.0045,1.0526316,1.0,0,0.017,0.0045,1.0526316,1.0,0
1981,463288,0.99,0.1452,1.0,1.0,0,0.799,0.039,1.0,1.0,0
1982,8913,0.147,0.0241,1.0768899,1.0635235,1,0.12,0.0202,1.0768899,1.1086154,1
1983,619121,0.311,0.1696,1.0526316,1.0,0,0.311,0.1696,1.0526316,1.0,0
1984,184268,0.251,0.0431,1.0714668,1.0,0,0.251,0.0431,1.0714668,1.0,0
1985,319343,5.459,1.0067,1.0,1.0,0,3.113,1.5329,1.0,1.0,0
1986,279840,2.528,0.166,1.0,1.0,0,2.528,0.166,1.0,1.0,0
1987,208612,0.074,0.0107,1.0,1.5455235,1,0.067,0.0123,1.0,1.5620925,1
1988,99795,0.152,0.0241,1.0768899,1.1166834,1,0.133,0.0207,1.0768899,1.1497115,1
1989,64758,2.313,19.7508,1.0666667,1.0,0,2.313,19.7508,1.0666667,1.0,0
1990,228608,1.403,0.0244,1.0,1.0,0,1.145,0.2264,1.0,1.0,0
1991,9064,0.383,0.0452,1.0400416,1.0019904,1,0.383,0.0596,1.0400416,1.0019904,1
1992,69987,0.097,0.8679,1.0,1.0,0,0.097,0.8679,1.0,1.0,0
1993,422366,2.068,0.2406,1.1428572,1.0,0,1.177,0.1043,1.1428572,1.0253259,1
1994,298593,0.694,0.5363,1.0416667,1.0,0,0.694,0.5363,1.0416667,1.0,0
1995,485886,13.014,1.3343,1.0645093,1.0,0,12.028,1.5194,1.0645093,1.0,0
1996,534587,0.22,0.0182,1.0,1.8046526,1,0.22,0.0182,1.0,1.8046526,1
1997,573998,0.048,0.009,1.049979,1.0,0,0.048,0.009,1.049979,1.0,0
1998,49182,0.108,0.018,1.0,1.0,0,0.108,0.018,1.0,1.0,0
1999,517295,30.697,4.6835,1.0,1.0,0,30.697,4.6835,1.0,1.0,0
2000,585035,0.091,0.0173,1.0,1.0,0,0.089,0.0168,1.0,1.0,0
2001,618071,0.33,0.1155,1.049979,1.0,0,0.295,0.0556,1.049979,1.0,0
2002,229097,1.24,0.1254,1.0,1.0,0,1.138,0.1747,1.0,1.0,0
2003,508224,0.577,0.2737,1.0,1.0,0,0.577,0.2737,1.0,1.0,0
2004,7206,0.073,0.0143,1.0714668,1.0,0,0.073,0.0143,1.0714668,1.0,0
2005,21979,0.031,0.009,1.0,1.4374324,1,0.029,0.0107,1.0,1.4498872,1
2006,40446,0.834,0.1532,1.0416667,1.0,0,0.834,0.1532,1.0416667,1.0,0
2007,325390,1.305,0.1987,1.0,1.0,0,1.305,0.1987,1.0,1.0,0
2008,107650,0.872,0.1715,1.0,1.0,0,0.872,0.1715,1.0,1.0,0
2009,227091,0.004,0.0022,1.0,1.7859149,1,0.004,0.0022,1.0,1.7859149,1
2010,288457,0.205,0.035,1.0,1.6856393,1,0.205,0.035,1.0,1.6856393,1
2011,250236,21.34,24.4538,1.0588733,1.0,0,21.34,24.4538,1.0588733,1.0,0
2012,220687,0.298,0.0154,1.0,1.7398205,1,2.47,nan,1.0,1.0,4
2013,593588,0.36,0.0279,1.0,1.0,0,0.36,0.0279,1.0,1.0,0
2014,584311,0.062,0.0056,1.0,1.0,0,0.062,0.0056,1.0,1.0,0
2015,561501,0.244,0.0663,1.0,1.0,0,0.244,0.0663,1.0,1.0,0
2016,272748,3.548,0.6389,1.0,1.0,0,3.548,0.6389,1.0,1.0,0
2017,402544,0.262,0.0277,1.0475593,1.8174171,1,0.262,0.0277,1.0475593,1.8174171,1
2018,278947,3.131,0.534,1.0,1.0,0,3.131,0.534,1.0,1.0,0
2019,92676,0.781,0.1556,1.0,1.0494758,1,0.78,0.1557,1.0,1.0496397,1
2020,49345,0.045,0.0067,1.0,1.0,0,0.045,0.0067,1.0,1.0,0
2021,231312,0.277,0.0666,1.0,1.5627239,1,0.277,0.0666,1.0,1.5627239,1
2022,569842,3.765,2.0948,1.0,1.0,0,3.765,2.209,1.0,1.0,0
2023,77403,2.467,2.3229,1.0,1.0,0,2.467,2.3229,1.0,1.0,0
2024,347571,0.744,0.1385,1.0,1.0,0,0.744,0.1385,1.0,1.0,0
2025,373248,17.22,10.5423,1.0,1.0,0,17.22,10.5423,1.0,1.0,0
2026,136263,0.287,0.0038,1.0,1.2595963,1,0.287,0.0038,1.0,1.2595963,1
2027,70023,0.274,0.2626,1.0,1.0,0,0.274,0.2626,1.0,1.0,0
2028,228433,1.492,0.1156,1.0,1.0,0,1.315,0.8315,1.0,1.0,0
2029,78553,12.435,1.7252,1.25,1.0,0,12.435,1.7252,1.25,1.0,0
2030,301200,0.611,50.818,1.0,1.0,0,0.61,50.8196,1.0,1.0,0
2031,185376,2.551,0.3176,1.0,1.0,0,1.553,0.2022,1.0,1.0,0
2032,204799,0.486,0.0939,1.0,1.0,0,0.486,0.0939,1.0,1.0,0
2033,485308,0.073,0.0127,1.1249859,1.9162804,1,0.073,0.0127,1.1249859,1.9162804,1
2034,484976,0.648,0.1117,1.0,1.4600078,1,0.648,0.2196,1.0,1.4600078,1
2035,551507,0.034,0.0065,1.0,1.4256543,1,0.034,0.0065,1.0,1.4256543,1
2036,70639,0.69,0.1215,1.0,1.0,0,0.69,0.1215,1.0,1.0,0
2037,518202,0.346,0.052,1.0,1.0993695,1,0.332,0.0469,1.0,1.109371,1
2038,569964,0.208,0.0261,1.0714668,1.0,0,0.208,0.0261,1.0714668,1.0,0
2039,298442,0.182,0.029,1.0,1.0,0,0.176,0.0303,1.0,1.0,0
2040,560333,1.365,1.0273,1.0,1.0,0,1.005,0.2003,1.0,1.0,0
2041,16638,0.167,0.0527,1.0370218,1.0,0,0.167,0.0527,1.0370218,1.0,0
2042,289095,48.269,10.4347,1.0588733,1.0,0,25.631,12.2629,1.0588733,1.0,0
2043,32322,0.593,0.1911,1.0,1.0,0,0.245,0.0259,1.0,1.0,0
2044,534885,0.443,0.0588,1.0,1.0,0,0.443,0.0588,1.0,1.0,0
2045,278074,0.788,0.1571,1.0,1.1771203,1,0.779,0.1502,1.0,1.1801263,1
2046,380801,0.485,0.0732,1.0,1.0,0,0.485,0.0732,1.0,1.0,0
2047,144846,0.127,0.0245,1.0,1.0,0,0.102,0.0192,1.0,1.0,0
2048,23498,0.21,0.022,1.0,1.0,0,0.189,0.0376,1.0,1.0,0
2049,575625,1.832,0.1925,1.0,1.0,0,1.642,0.1769,1.0,1.0,0
2050,508480,0.205,0.0486,1.0714668,1.503465,1,0.202,0.0509,1.0714668,1.5062773,1
2051,105376,4.898,0.7435,1.0666667,1.1734316,1,4.898,0.7435,1.0666667,1.1734316,1
2052,79690,8.646,0.8787,1.0,1.0,0,7.937,1.0204,1.0,1.0,0
2053,378142,384.9,nan,1.0,1.0,4,384.9,nan,1.0,1.0,4
2054,186399,0.144,0.0183,1.0370218,1.0,0,0.107,0.0146,1.0370218,1.0,0
2055,22805,1.051,3.207,1.0,1.0,0,0.831,0.7076,1.0,1.0,0
2056,184403,23.427,3.2206,1.0,1.0,0,23.427,11.0113,1.0,1.0,0
2057,184579,0.617,0.0817,1.0,1.0,0,0.617,0.0817,1.0,1.0,0
2058,79681,17.92,2.2345,1.0,1.0,0,16.213,0.5676,1.0,1.0,0
2059,16920,0.4,0.0537,1.1363636,1.0,0,0.283,0.0609,1.1363636,1.0,0
2060,17314,0.899,0.1347,1.0,1.0,0,0.899,0.1347,1.0,1.0,0
2061,22268,0.247,0.0306,1.0,1.0842909,1,0.231,0.1054,1.0,1.0993462,1
2062,91926,0.366,0.0438,1.1538018,1.0,0,0.274,0.0295,1.1538018,1.0,0
2063,296742,2.158,nan,1.0,1.0,2,0.068,nan,1.0,1.0,4
2064,228709,0.045,0.0111,1.0,1.0,0,0.045,0.0111,1.0,1.0,0
2065,107548,2.675,2.6828,1.0714668,1.0,0,2.675,2.6828,1.0714668,1.0,0
2066,210411,2.156,0.173,1.0,1.0,0,2.156,0.173,1.0,1.0,0
2067,251455,0.822,0.1621,1.0,1.0,0,0.822,0.1621,1.0,1.0,0
2068,386316,1.853,0.4994,1.0,1.0,0,1.853,0.4994,1.0,1.0,0
2069,143131,0.165,0.2979,1.0,1.6911858,1,0.165,0.2979,1.0,1.6911858,1
2070,375839,0.247,0.0205,1.0,1.0,0,0.247,0.0205,1.0,1.0,0
2071,297138,0.682,0.0855,1.0526316,1.0,0,0.637,0.0469,1.0526316,1.0,0
2072,251941,nan,nan,-1.0,1.0,8,nan,nan,-1.0,1.0,8
2073,296638,11.998,2.3129,1.1332729,1.0,0,7.114,0.4842,1.1332729,1.0,0
2074,78732,0.711,0.1343,1.0,1.0,0,0.711,0.1343,1.0,1.0,0
2075,508363,0.084,0.0079,1.0,1.242456,1,0.084,0.0079,1.0,1.242456,1
2076,85280,0.081,0.0124,1.0,1.0,0,0.081,0.0124,1.0,1.0,0
2077,386431,1.117,0.1945,1.0,1.0,0,1.117,0.1945,1.0,1.0,0
2078,610054,0.283,0.0434,1.0,1.0,0,0.283,0.0434,1.0,1.0,0
2079,14812,1.368,0.4277,1.0,1.0,0,1.368,0.4277,1.0,1.0,0
2080,298666,0.782,0.2168,1.1111112,1.0,0,0.782,0.2168,1.1111112,1.0,0
2081,177426,0.121,0.0517,1.0,1.0,0,0.121,0.0517,1.0,1.0,0
2082,301347,0.476,0.0756,1.1111112,1.0,0,0.476,0.0756,1.1111112,1.0,0
2083,319243,1.047,0.2473,1.0555204,1.0,0,0.945,0.3444,1.0555204,1.0,0
2084,319393,38.598,12.0043,1.0588733,1.0,0,38.598,12.9432,1.0588733,1.0,0
2085,574104,0.486,0.0874,1.0400416,1.0,0,0.486,0.0874,1.0400416,1.0,0
2086,137944,nan,nan,nan,nan,9,0.015,0.0022,1.3077024,1.0791892,1
2087,592421,2.843,2.4507,1.0666667,1.0,0,2.843,2.4507,1.0666667,1.0,0
2088,289085,31.238,23.7791,1.0,1.0,0,31.238,23.7791,1.0,1.0,0
2089,492945,5.561,1.0037,1.0,1.0,0,5.561,1.0037,1.0,1.0,0
2090,54957,0.138,0.0102,1.0,1.0,0,0.138,0.0102,1.0,1.0,0
2091,619097,1.555,0.3488,1.0666667,1.0,0,1.555,0.3488,1.0666667,1.0,0
2092,63855,0.419,0.1215,1.0,1.0,0,0.248,0.0873,1.0,1.0,0
2093,506009,0.749,0.1461,1.0,1.5238212,1,0.676,0.2045,1.0,1.5445547,1
2094,535283,1.449,0.894,1.0,1.0,0,1.449,1.1803,1.0,1.0,0
2095,567445,1.138,0.1271,1.0768899,1.1964518,1,1.062,0.1411,1.0768899,1.2140292,1
2096,176868,0.323,0.0406,1.0,1.5187807,1,0.323,0.1126,1.0,1.5187807,1
2097,14638,1.772,0.3331,1.0370218,1.0,0,1.434,0.1268,1.0370218,1.0,0
2098,534756,17.323,6.0813,1.0666667,1.0,0,17.323,6.0813,1.0666667,1.0,0
2099,559477,0.208,0.0322,1.0,1.0,0,0.177,0.0322,1.0,1.0,0
2100,485799,12.403,2.5908,1.0,1.0,0,12.403,2.5908,1.0,1.0,0
2101,551655,4.181,0.4273,1.0,1.3866638,1,4.181,0.4273,1.0,1.3866638,1
2102,609379,0.05,0.01,1.0,1.0,0,0.05,0.01,1.0,1.0,0
2103,178653,0.102,0.02,1.0,1.0,0,0.102,0.02,1.0,1.0,0
2104,211030,0.098,0.0073,1.0,1.7634363,1,0.084,0.0058,1.0,1.7794192,1
2105,279886,6.09,4.7446,1.0,1.0,0,6.09,4.7446,1.0,1.0,0
2106,492384,6.506,1.1082,1.0833063,1.0,0,6.506,1.1082,1.0833063,1.0,0
