,catid,surfacedensity,surfacedensity_err,completenesscorrection,areacorrection,surfacedensityflag,surfacedensity_m19,surfacedensity_err_m19,completenesscorrection_m19,areacorrection_m19,surfacedensityflag_m19
5554,9011900027,56.36062,8.396106,1.0,1.0,0,56.36062,8.396106,1.0,1.0,0
5555,9011900030,16.219534,1.1146196,1.0,1.0,0,16.219534,1.1146196,1.0,1.0,0
5556,9011900033,51.29652,7.9099326,1.0,1.0,0,47.494453,6.4572396,1.0,1.0,0
5557,9011900034,43.757797,7.6484585,1.0,1.0,0,42.838547,7.832309,1.0,1.0,0
5558,9011900035,56.36062,7.2147427,1.0,1.0,0,52.97947,7.890973,1.0,1.0,0
5559,9011900036,65.36857,9.07507,1.0,1.0,0,44.757652,7.4460483,1.0,1.0,0
5560,9011900037,29.20133,5.7982206,1.0,1.0,0,27.819849,4.458785,1.0,1.0,0
5561,9011900038,126.01386,47.779182,1.0,1.0,0,44.76685,7.389602,1.0,1.0,0
5562,9011900040,97.87653,15.12249,1.0,1.0,0,51.871346,5.800041,1.0,1.0,0
5563,9011900044,18.624083,2.2691586,1.0,1.0,0,18.624083,2.2691586,1.0,1.0,0
5564,9011900045,69.824066,33.507908,1.0,1.0,0,31.463982,5.489707,1.0,1.0,0
5565,9011900046,11.085587,5.1572385,1.0,1.0,0,7.5624905,1.305979,1.0,1.0,0
5566,9011900048,45.962128,3.1666052,1.0,1.0,0,34.19197,1.862356,1.0,1.0,0
5567,9011900049,63.837772,10.83469,1.0,1.0,0,54.136906,13.493332,1.0,1.0,0
5568,9011900051,44.171124,7.3842998,1.0,1.0,0,38.44362,3.1067197,1.0,1.0,0
5569,9011900054,9.137681,7.7602463,1.0,1.0,0,9.137681,7.7602463,1.0,1.0,0
5570,9011900055,25.064978,4.521054,1.0,1.0,0,25.064978,4.521054,1.0,1.0,0
5571,9011900057,49.61079,14.569194,1.0,1.0,0,27.479607,12.209024,1.0,1.0,0
5572,9011900058,22.673756,6.558428,1.0,1.0,0,22.673756,6.558428,1.0,1.0,0
5573,9011900060,58.06197,7.0758824,1.0,1.0,0,33.348988,3.1440384,1.0,1.0,0
5574,9011900068,58.06197,7.999809,1.0,1.0,0,55.051483,8.601907,1.0,1.0,0
5575,9011900072,35.221867,6.5833707,1.0,1.0,0,31.673323,3.4958274,1.0,1.0,0
5576,9011900073,23.115623,3.9529335,1.0,1.0,0,16.462677,2.864546,1.0,1.0,0
5577,9011900074,62.745445,7.7058363,1.0,1.0,0,27.345945,5.0109043,1.0,1.0,0
5578,9011900078,32.50151,4.282154,1.0,1.0,0,32.50151,4.282154,1.0,1.0,0
5579,9011900080,43.125904,8.6434965,1.0,1.0,0,40.47135,5.9706287,1.0,1.0,0
5580,9011900081,47.29265,9.165357,1.0,1.0,0,47.04834,9.214219,1.0,1.0,0
5581,9011900082,27.398691,9.445735,1.0,1.0,0,27.181713,9.662714,1.0,1.0,0
5582,9011900084,17.950912,2.9279342,1.0,1.0,0,11.912712,1.8427688,1.0,1.0,0
5583,9011900086,16.567112,5.9147954,1.0,1.0,0,16.567112,5.9147954,1.0,1.0,0
5584,9011900087,26.115381,2.7665112,1.0,1.0,0,26.115381,5.647,1.0,1.0,0
5585,9011900089,28.916592,2.953186,1.0,1.0,0,25.871895,2.7386205,1.0,1.0,0
5586,9011900091,80.78833,6.1090136,1.0,1.0,0,80.78833,39.744843,1.0,1.0,0
5587,9011900095,53.306293,7.234991,1.0,1.0,0,39.169056,6.2566915,1.0,1.0,0
5588,9011900096,47.1152,6.5939865,1.0,1.0,0,47.1152,6.5939865,1.0,1.0,0
5589,9011900097,36.54023,2.039507,1.0,1.0,0,36.54023,2.039507,1.0,1.0,0
5590,9011900100,54.02502,22.48413,1.0,1.0,0,26.284075,16.935942,1.0,1.0,0
5591,9011900101,41.41823,6.9890647,1.0,1.0,0,36.68558,10.27257,1.0,1.0,0
5592,9011900103,14.131658,2.8562565,1.0,1.0,0,9.133953,1.6170192,1.0,1.0,0
5593,9011900107,88.20666,37.48262,1.0,1.0,0,42.27003,28.295296,1.0,1.0,0
5594,9011900111,24.945309,1.4238006,1.0,1.0,0,21.974258,2.3093867,1.0,1.0,0
5595,9011900113,41.006874,15.526959,1.0,1.0,0,41.006874,15.526959,1.0,1.0,0
5596,9011900115,93.34915,27.912983,1.0,1.0,0,93.34915,27.912983,1.0,1.0,0
5597,9011900118,30.623478,5.24471,1.0,1.0,0,24.969105,1.2570919,1.0,1.0,0
5598,9011900120,38.796276,66.374306,1.0,1.0,0,26.24961,4.7874117,1.0,1.0,0
5599,9011900121,39.146915,5.0675364,1.0,1.0,0,32.988132,6.261917,1.0,1.0,0
5600,9011900123,71.783905,5.841429,1.0,1.0,0,64.687775,12.141998,1.0,1.0,0
5601,9011900124,53.486176,10.060941,1.0,1.0,0,53.486176,10.060941,1.0,1.0,0
5602,9011900125,21.444925,4.0369616,1.0,1.0,0,21.444925,4.0369616,1.0,1.0,0
5603,9011900127,36.68558,6.5772495,1.0,1.0,0,27.462091,1.8863724,1.0,1.0,0
5604,9011900128,64.711754,12.536452,1.0,1.0,0,64.711754,12.536452,1.0,1.0,0
5605,9011900133,24.945309,3.090455,1.0,1.0,0,15.082316,4.8739305,1.0,1.0,0
5606,9011900137,38.44362,2.5686328,1.0,1.0,0,33.854626,3.099732,1.0,1.0,0
5607,9011900138,19.682629,1.690212,1.0,1.0,0,13.890808,2.5843194,1.0,1.0,0
5608,9011900144,27.591982,9.63357,1.0,1.0,0,27.591982,9.63357,1.0,1.0,0
5609,9011900145,45.954597,8.886769,1.0,1.0,0,45.954597,8.886769,1.0,1.0,0
5610,9011900147,47.59679,13.535309,1.0,1.0,0,36.070946,25.061153,1.0,1.0,0
5611,9011900149,8.044432,1.1875249,1.0,1.0,0,8.044432,1.1875249,1.0,1.0,0
5612,9011900150,41.564346,8.137528,1.0,1.0,0,41.564346,8.137528,1.0,1.0,0
5613,9011900152,41.140457,5.9288077,1.0,1.0,0,41.140457,5.9288077,1.0,1.0,0
5614,9011900156,71.36944,13.431309,1.0,1.0,0,37.60417,19.49138,1.0,1.0,0
5615,9011900157,44.223263,11.633075,1.0,1.0,0,24.987534,3.2607424,1.0,1.0,0
5616,9011900161,53.10352,10.602543,1.0,1.0,0,53.10352,10.602543,1.0,1.0,0
5617,9011900163,52.368683,5.548933,1.0,1.0,0,52.368683,5.548933,1.0,1.0,0
5618,9011900165,39.47228,6.5145173,1.0,1.0,0,39.47228,6.5145173,1.0,1.0,0
5619,9011900166,21.880795,7.5855393,1.0,1.0,0,7.3870697,1.4334928,1.0,1.0,0
5620,9011900168,22.713179,0.3036269,1.0,1.0,0,16.229086,1.3742508,1.0,1.0,0
5621,9011900169,27.7592,3.50623,1.0,1.0,0,21.038536,10.226894,1.0,1.0,0
5622,9011900170,19.208885,3.4562922,1.0,1.0,0,15.7285795,0.63530964,1.0,1.0,0
5623,9011900174,42.27003,7.1457486,1.0,1.0,0,34.85292,2.8194368,1.0,1.0,0
5624,9011900175,16.855417,8.767422,1.0,1.0,0,14.669448,2.1250868,1.0,1.0,0
5625,9011900177,17.950912,2.6862128,1.0,1.0,0,17.950912,2.6862128,1.0,1.0,0
5626,9011900178,29.785715,3.6772542,1.0,1.0,0,20.040823,3.5951118,1.0,1.0,0
5627,9011900183,37.60417,7.425772,1.0,1.0,0,37.524952,7.4416156,1.0,1.0,0
5628,9011900186,27.591982,5.1056314,1.0,1.0,0,19.985743,3.7820456,1.0,1.0,0
5629,9011900189,59.92181,31.349451,1.0,1.0,0,59.92181,31.349451,1.0,1.0,0
5630,9011900193,36.966133,6.4361606,1.0,1.0,0,25.441643,4.131263,1.0,1.0,0
5631,9011900196,21.49657,3.5240293,1.0,1.0,0,18.439756,2.534119,1.0,1.0,0
5632,9011900198,48.36572,8.976554,1.0,1.0,0,48.36572,8.976554,1.0,1.0,0
5633,9011900201,36.39391,5.1284804,1.0,1.0,0,24.047705,2.3428032,1.0,1.0,0
5634,9011900202,21.880795,11.370682,1.0,1.0,0,13.636574,3.8680613,1.0,1.0,0
5635,9011900208,19.665606,21.240503,1.0,1.0,0,19.665606,21.240503,1.0,1.0,0
5636,9011900210,19.642944,2.5350943,1.0,1.0,0,19.642944,2.5350943,1.0,1.0,0
5637,9011900211,28.171083,1.9372466,1.0,1.0,0,23.521072,4.4217863,1.0,1.0,0
5638,9011900212,9.458223,1.8352467,1.0,1.0,0,9.458223,1.8352467,1.0,1.0,0
5639,9011900216,32.973297,5.8670382,1.0,1.0,0,20.605387,2.632846,1.0,1.0,0
5640,9011900217,97.22682,38.01323,1.0,1.0,0,49.344658,32.38864,1.0,1.0,0
5641,9011900218,89.23399,41.86726,1.0,1.0,0,39.47228,43.760906,1.0,1.0,0
5642,9011900222,18.015987,2.601189,1.0,1.0,0,17.180979,2.7681904,1.0,1.0,0
5643,9011900223,70.2041,9.1517935,1.0,1.0,0,53.088387,3.0748954,1.0,1.0,0
5644,9011900225,55.88629,10.062083,1.0,1.0,0,55.88629,27.303417,1.0,1.0,0
5645,9011900228,13.510279,7.539016,1.0,1.0,0,4.784117,0.80327535,1.0,1.0,0
5646,9011900229,14.367952,1.5574414,1.0,1.0,0,14.367952,1.5574414,1.0,1.0,0
5647,9011900232,20.566366,2.2798243,1.0,1.0,0,20.566366,3.3267124,1.0,1.0,0
5648,9011900233,39.22439,4.060748,1.0,1.0,0,36.070946,11.338971,1.0,1.0,0
5649,9011900238,55.649963,10.29841,1.0,1.0,0,55.649963,10.29841,1.0,1.0,0
5650,9011900241,12.262493,14.229015,1.0,1.0,0,6.2840714,3.525923,1.0,1.0,0
5651,9011900242,32.03921,4.9741287,1.0,1.0,0,30.84445,5.213081,1.0,1.0,0
5652,9011900244,21.033686,4.5330844,1.0,1.0,0,14.743837,2.9162672,1.0,1.0,0
5653,9011900245,15.945119,1.6210957,1.0,1.0,0,15.945119,1.6210957,1.0,1.0,0
5654,9011900247,18.000885,1.7820523,1.0,1.0,0,18.000885,1.7820523,1.0,1.0,0
5655,9011900250,19.72214,2.211244,1.0,1.0,0,19.72214,2.211244,1.0,1.0,0
5656,9011900251,89.95965,41.819664,1.0,1.0,0,40.116653,31.851065,1.0,1.0,0
5657,9011900254,57.832016,3.793113,1.0,1.0,0,51.354275,5.5813007,1.0,1.0,0
5658,9011900256,27.068638,5.3534193,1.0,1.0,0,27.018381,5.3634706,1.0,1.0,0
5659,9011900258,1.5522423,0.23150983,1.0142857,1.0,0,1.4910114,0.2454154,1.0173913,1.0,0
5660,9011900261,19.8789,1.5233366,1.0,1.0,0,19.8789,1.5233366,1.0,1.0,0
5661,9011900263,49.236458,8.3405485,1.0,1.0,0,37.22091,5.977877,1.0,1.0,0
5662,9011900264,51.11989,6.9819484,1.0,1.0,0,51.11989,6.9819484,1.0,1.0,0
5663,9011900265,15.895677,2.9765458,1.0,1.0,0,15.726851,3.0103106,1.0,1.0,0
5664,9011900266,21.49657,3.9354415,1.0,1.0,0,21.49657,3.9354415,1.0,1.0,0
5665,9011900271,51.78578,20.079796,1.0,1.0,0,26.421654,15.00697,1.0,1.0,0
5666,9011900272,29.944288,3.8938231,1.0,1.0,0,17.54081,2.1161935,1.0,1.0,0
5667,9011900273,20.040823,2.5179179,1.0,1.0,0,14.492992,2.2457678,1.0,1.0,0
5668,9011900274,38.39524,4.535065,1.0,1.0,0,38.39524,4.535065,1.0,1.0,0
5669,9011900279,10.948414,1.1845485,1.0,1.0,0,10.948414,1.1845485,1.0,1.0,0
5670,9011900281,17.537842,2.192716,1.0,1.0,0,15.895677,5.616304,1.0,1.0,0
5671,9011900285,37.72579,6.3552,1.0,1.0,0,36.39391,6.2132783,1.0,1.0,0
5672,9011900286,27.230421,5.2519445,1.0,1.0,0,27.068638,5.2843013,1.0,1.0,0
5673,9011900287,49.344658,4.824689,1.0,1.0,0,43.90831,23.257105,1.0,1.0,0
5674,9011900288,9.579636,0.97397226,1.0,1.0,0,8.198536,0.4308278,1.0,1.0,0
5675,9011900293,53.53298,7.005132,1.0,1.0,0,38.77321,6.484964,1.0,1.0,0
5676,9011900298,14.359864,2.7688031,1.0,1.0,0,14.359864,2.7688031,1.0,1.0,0
5677,9011900300,88.95412,63.57092,1.0,1.0,0,88.95412,63.57092,1.0,1.0,0
5678,9011900302,55.62992,7.7105293,1.0,1.0,0,39.932827,4.5711107,1.0,1.0,0
5679,9011900303,57.832016,6.0245166,1.0,1.0,0,57.832016,6.0245166,1.0,1.0,0
5680,9011900304,39.213238,11.302501,1.0,1.0,0,23.258947,8.111643,1.0,1.0,0
5681,9011900309,7.156019,1.2136188,1.0,1.0,0,7.156019,1.2136188,1.0,1.0,0
5682,9011900312,17.283237,1.4329056,1.0,1.0,0,11.483412,2.3431787,1.0,1.0,0
5683,9011900314,25.703493,0.65034676,1.0,1.0,0,16.962437,3.0482132,1.0,1.0,0
5684,9011900321,21.9124,3.3052418,1.0,1.0,0,17.663368,3.5011117,1.0,1.0,0
5685,9011900322,21.122477,3.0908053,1.1428572,1.0,0,21.562529,3.155197,1.1666666,1.0,0
5686,9011900325,26.421654,2.1580644,1.0,1.0,0,21.629736,2.0917394,1.0,1.0,0
5687,9011900328,70.20617,10.209161,1.0,1.0,0,30.329487,25.83545,1.0,1.0,0
5688,9011900329,10.989766,1.3632286,1.0,1.0,0,10.989766,1.3632286,1.0,1.0,0
5689,9011900330,23.322407,4.554847,1.0,1.0,0,15.639633,3.0182922,1.0,1.0,0
5690,9011900338,27.536053,3.4862752,1.0,1.0,0,25.773502,3.7446609,1.0,1.0,0
5691,9011900340,37.22091,6.705594,1.0,1.0,0,34.937836,5.161109,1.0,1.0,0
5692,9011900342,18.606033,3.691974,1.0,1.0,0,17.58239,2.9590979,1.0,1.0,0
5693,9011900343,31.532406,4.195563,1.0,1.0,0,31.532406,4.195563,1.0,1.0,0
5694,9011900347,39.932827,7.4459395,1.0,1.0,0,37.71514,5.7688823,1.0,1.0,0
5695,9011900348,9.733424,1.07782,1.0,1.0,0,9.733424,1.07782,1.0,1.0,0
5696,9011900351,34.291725,5.4925346,1.0,1.0,0,34.291725,5.4925346,1.0,1.0,0
5697,9011900353,22.526173,11.950446,1.0,1.0,0,22.526173,11.950446,1.0,1.0,0
5698,9011900356,20.068321,2.0800333,1.0,1.0,0,20.068321,2.0800333,1.0,1.0,0
5699,9011900357,34.937836,4.32904,1.0,1.0,0,34.937836,4.32904,1.0,1.0,0
5700,9011900360,9.898595,1.0449406,1.0,1.0,0,8.569805,1.0707395,1.0,1.0,0
5701,9011900364,22.028503,4.109492,1.0,1.0,0,22.028503,4.109492,1.0,1.0,0
5702,9011900365,4.8885083,0.3882932,1.0,1.0,0,4.8885083,0.3882932,1.0,1.0,0
5703,9011900367,5.7183104,0.8191145,1.0,1.0,0,5.7183104,0.8191145,1.0,1.0,0
5704,9011900371,17.537842,1.6759794,1.0,1.0,0,17.537842,8.98279,1.0,1.0,0
5705,9011900376,9.337076,1.2638909,1.0,1.0,0,7.8948536,1.4474862,1.0,1.0,0
5706,9011900383,8.63061,1.0274771,1.0,1.0,0,8.63061,1.0274771,1.0,1.0,0
5707,9011900392,28.639742,7.9500365,1.0,1.0,0,28.639742,7.9500365,1.0,1.0,0
5708,9011900395,29.18063,4.1401086,1.0,1.0,0,29.18063,4.1401086,1.0,1.0,0
5709,9011900402,6.247962,0.2826356,1.0416666,1.0,0,2.6368232,0.4017692,1.027027,1.0,0
5710,9011900404,2.1801667,0.23127437,1.0277778,1.0,0,1.7972723,0.11674923,1.0289855,1.0,0
5711,9011900407,15.950034,0.7341171,1.1111112,1.0,0,16.405748,0.7550919,1.1428572,1.0,0
5712,9011900412,22.949057,1.8706697,1.0,1.0,0,22.949057,1.8706697,1.0,1.0,0
5713,9011900413,18.354153,1.8991221,1.125,1.0,0,19.033937,1.96946,1.1666666,1.0,0
5714,9011900418,5.998605,0.9008268,1.0,1.0,0,5.998605,0.9008268,1.0,1.0,0
5715,9011900421,21.60661,3.687596,1.0,1.0,0,21.60661,3.687596,1.0,1.0,0
5716,9011900422,10.165917,4.1314416,1.0,1.0,0,10.165917,4.6230288,1.0,1.0,0
5717,9011900427,9.637609,1.849671,1.0,1.0,0,9.637609,1.849671,1.0,1.0,0
5718,9011900429,31.368235,14.947182,1.1,1.0,0,32.08115,15.28689,1.125,1.0,0
5719,9011900430,12.788051,4.2646036,1.0,1.0,0,12.788051,4.2646036,1.0,1.0,0
5720,9011900436,5.9117208,0.7973692,1.0,1.0,0,5.5909085,0.8615317,1.0,1.0,0
5721,9011900438,28.350742,14.285719,1.0909091,1.0,0,29.236702,14.732147,1.125,1.0,0
5722,9011900440,6.9474354,4.7662253,1.0,1.0,0,5.2527804,0.30516788,1.0,1.0,0
5723,9011900441,5.2985945,0.45431435,1.0,1.0,0,5.2985945,0.45431435,1.0,1.0,0
5724,9011900446,17.663368,2.4951427,1.0,1.0,0,17.663368,2.4951427,1.0,1.0,0
5725,9011900449,27.756182,7.3445773,1.0,1.0,0,27.756182,7.3445773,1.0,1.0,0
5726,9011900450,23.209087,3.9009364,1.0,1.0,0,23.209087,3.9009364,1.0,1.0,0
5727,9011900451,16.117367,2.0271819,1.1111112,1.0,0,16.577864,2.0851014,1.1428572,1.0,0
5728,9011900453,15.925523,2.24903,1.0,1.0,0,12.637789,2.526915,1.0,1.0,0
5729,9011900459,7.7481875,0.908073,1.0,1.0,0,7.7481875,0.908073,1.0,1.0,0
5730,9011900460,14.654404,2.6679096,1.0,1.0,0,14.654404,2.6679096,1.0,1.0,0
5731,9011900462,17.227726,3.237412,1.0,1.0,0,17.227726,3.237412,1.0,1.0,0
5732,9011900463,6.237668,4.3545275,1.0,1.0,0,4.2183385,0.81326526,1.0,1.0,0
5733,9011900468,18.489922,3.145891,1.0769231,1.0,0,18.730051,3.1867468,1.0909091,1.0,0
5734,9011900475,14.177832,4.8922467,1.0,1.0,0,14.177832,4.8922467,1.0,1.0,0
5735,9011900476,8.165623,9.813107,1.0,1.0,0,8.165623,9.813107,1.0,1.0,0
5736,9011900479,10.552993,3.4166696,1.0,1.0,0,10.552993,3.4166696,1.0,1.0,0
5737,9011900482,6.0123234,0.73780686,1.0526316,1.0,0,6.1196866,0.750982,1.0714285,1.0,0
5738,9011900492,81.15654,41.945858,1.1666666,1.0,0,81.15654,41.945858,1.1666666,1.0,0
5739,9011900498,25.0318,2.6526246,1.0,1.0,0,25.0318,2.6526246,1.0,1.0,0
5740,9011900500,37.338882,6.755206,1.0,1.0,0,37.338882,6.755206,1.0,1.0,0
5741,9011900503,17.924671,3.5311928,1.0,1.0,0,17.924671,3.5311928,1.0,1.0,0
5742,9011900508,21.833055,67.40648,1.0909091,1.0,0,22.515339,69.51293,1.125,1.0,0
5743,9011900511,7.3780603,0.53577524,1.0625,1.0,0,7.4782147,0.5430482,1.0769231,1.0,0
5744,9011900519,0.6229607,0.055203877,1.0142857,1.0,0,0.6216767,0.055090092,1.0121951,1.0,0
5745,9011900520,3.02559,0.37474936,1.0285715,1.0,0,2.9415457,0.36433968,1.0,1.0,0
5746,9011900521,3.2142117,0.44373184,1.0,1.0,0,2.9651477,0.5057472,1.0,1.0,0
5747,9011900529,6.6365557,0.90839314,1.0,1.0,0,6.6365557,0.90839314,1.0,1.0,0
5748,9011900535,7.637095,1.3304957,1.0,1.0,0,5.2554994,0.9492133,1.0,1.0,0
5749,9011900538,56.392345,23.367018,1.1428572,1.0,0,57.567184,23.85383,1.1666666,1.0,0
5750,9011900539,12.276758,1.897223,1.1,1.0,0,13.020804,2.0122063,1.1666666,1.0,0
5751,9011900547,43.008293,21.49322,1.125,1.0,0,43.690964,21.834381,1.1428572,1.0,0
5752,9011900552,11.424173,1.4653491,1.0,1.0,0,7.2292233,1.9101156,1.0,1.0,0
5753,9011900554,69.00975,23.046082,1.1428572,1.0,0,70.44745,23.526207,1.1666666,1.0,0
5754,9011900557,15.950034,2.6145437,1.1111112,1.0,0,16.747536,2.745271,1.1666666,1.0,0
5755,9011900558,6.173734,0.47611946,1.0,1.0,0,5.5415444,0.82662857,1.0,1.0,0
5756,9011900584,5.252031,1.0177697,1.0,1.0,0,5.252031,1.0177697,1.0,1.0,0
5757,9011900590,6.7936134,3.760399,1.0625,1.0,0,6.975261,3.8609445,1.0909091,1.0,0
5758,9011900591,2.5879433,0.45708618,1.0208334,1.0,0,2.535128,0.70259666,1.0,1.0,0
5759,9011900592,11.733921,2.3050432,1.0,1.0,0,11.733921,2.3050432,1.0,1.0,0
5760,9011900599,7.1818132,3.2521017,1.0,1.0,0,3.3960469,2.5621982,1.037037,1.0,0
5761,9011900609,5.8664885,0.908593,1.0,1.0,0,4.100046,0.5931448,1.0,1.0,0
5762,9011900614,7.0382257,0.13627276,1.0,1.0,0,5.869844,1.4435397,1.0,1.0,0
5763,9011900617,11.424173,3.2509313,1.0,1.0,0,6.6680665,1.2192382,1.0,1.0,0
5764,9011900622,10.590609,1.3944572,1.0,1.0,0,7.6634593,0.8090274,1.0,1.0,0
5765,9011900627,23.48723,2.4499977,1.0714285,1.0,0,21.064718,13.731454,1.0769231,1.0,0
5766,9011900630,9.614878,1.7085379,1.0,1.0,0,7.196316,1.7425547,1.0625,1.0,0
5767,9011900656,4.772261,0.8345891,1.0,1.0,0,4.370494,0.5793479,1.0,1.0,0
5768,9011900670,2.9399025,0.49355233,1.0238096,1.0,0,2.8715327,0.48207438,1.0,1.0,0
5769,9011900671,24.162676,3.0923922,1.0,1.0,0,24.162676,3.0923922,1.0,1.0,0
5770,9011900678,8.144528,0.8002881,1.0769231,1.0,0,5.602966,1.6713295,1.0666667,1.0,0
5771,9011900680,3.955883,0.54377526,1.0526316,1.0,0,3.7580888,0.5165865,1.0,1.0,0
5772,9011900684,10.758185,5.263164,1.0,1.0,0,10.758185,5.263164,1.0,1.0,0
5773,9011900685,10.772556,1.5646453,1.0,1.0,0,7.5821056,0.57777375,1.0,1.0,0
5774,9011900691,1.220825,0.21106927,1.0178572,1.0,0,0.8506629,0.26565328,1.0289855,1.0,0
5775,9011900692,7.7785373,1.1705762,1.0,1.0,0,7.7785373,1.1705762,1.0,1.0,0
5776,9011900696,14.435196,7.341131,1.0,1.0,0,6.259469,8.509812,1.0588236,1.0,0
5777,9011900703,14.823907,2.8377705,1.0,1.0,0,15.299346,2.3974211,1.1111112,1.0,0
5778,9011900708,15.757503,9.356206,1.0,1.0,0,5.6482034,10.298583,1.0588236,1.0,0
5779,9011900711,1.2862264,0.10475883,1.0204082,1.0,0,1.1643705,0.13075902,1.025,1.0,0
5780,9011900714,8.049747,3.517427,1.0,1.0,0,8.049747,3.517427,1.0,1.0,0
5781,9011900735,12.637147,9.233405,1.0666667,1.0,0,5.0335913,5.00179,1.0588236,1.0,0
5782,9011900740,10.715185,1.8316405,1.0,1.0,0,10.4556875,1.8835399,1.0,1.0,0
5783,9011900745,11.480779,1.7003564,1.0,1.0,0,11.480779,1.7003564,1.0,1.0,0
5784,9011900746,2.9940233,0.45207784,1.125,1.0,0,3.1049132,0.46882144,1.1666666,1.0,0
5785,9011900752,4.865953,0.8546,1.0,1.0,0,4.7671275,0.61056936,1.0,1.0,0
5786,9011900757,4.6824694,0.57384104,1.0555556,1.0,0,4.1497188,0.81227213,1.0,1.0,0
5787,9011900759,2.2467885,0.44035256,1.0285715,1.0,0,2.1843777,0.42812055,1.0,1.0,0
5788,9011900772,1.4218335,0.15331621,1.0,1.0,0,1.227749,0.08424273,1.0689656,1.0,0
5789,9011900774,1.4159726,0.15281932,1.0,1.0,0,1.2233163,0.0823184,1.0689656,1.0,0
5790,9011900776,4.6773734,0.87787217,1.0,1.0,0,4.6773734,0.87787217,1.0,1.0,0
5791,9011900778,5.0493107,1.3409444,1.0,1.0,0,5.0493107,1.3409444,1.0,1.0,0
5792,9011900783,4.768554,0.6055686,1.0526316,1.0,0,4.0864625,0.46236116,1.0,1.0,0
5793,9011900785,4.2183385,0.42109498,1.0,1.0,0,4.2183385,0.42109498,1.0,1.0,0
5794,9011900789,4.717278,0.60945475,1.0526316,1.0,0,4.2169967,0.70614415,1.0,1.0,0
5795,9011900793,2.508661,0.44410643,1.0,1.0,0,2.508661,0.44410643,1.0,1.0,0
5796,9011900798,2.560392,0.48388997,1.0,1.0,0,2.560392,0.48388997,1.0,1.0,0
5797,9011900807,0.5637142,0.08810939,1.0294118,1.0,0,0.392993,0.054173008,1.0207254,1.0,0
5798,9011900816,2.9532442,0.53967446,1.0416666,1.0,0,2.984331,0.54535526,1.0526316,1.0,0
5799,9011900837,2.736164,0.36270392,1.0,1.0,0,2.3358629,0.45403177,1.0,1.0,0
5800,9011900840,1.8879972,0.25223577,1.0,1.0,0,1.8879972,0.25223577,1.0,1.0,0
5801,9011900851,3.4053733,0.88898283,1.0,1.0,0,3.4053733,0.88898283,1.0,1.0,0
5802,9011900852,5.758491,1.4623169,1.0588236,1.0,0,4.5807323,0.53968936,1.0588236,1.0,0
5803,9011900859,8.68339,0.7023583,1.0,1.0,0,7.8214564,1.3746948,1.0,1.0,0
5804,9011900865,19.373285,6.5534487,1.1111112,1.0,0,10.576365,4.767277,1.1,1.0,0
5805,9011900874,8.91851,1.4718014,1.0,1.0,0,7.061202,2.1411467,1.0,1.0,0
5806,9011900876,8.213948,0.8992603,1.0,1.0,0,4.344414,0.6106792,1.0,1.0,0
5807,9011900885,3.3221931,0.5756617,1.0476191,1.0,0,3.0878854,0.5509378,1.0,1.0,0
5808,9011900887,3.453238,0.36023048,1.0454545,1.0,0,2.7665899,0.4973258,1.0,1.0,0
5809,9011900891,16.039106,5.3561234,1.1111112,1.0,0,16.497368,5.5091558,1.1428572,1.0,0
5810,9011900894,4.754383,0.27831763,1.0476191,1.0,0,3.6792653,0.48207343,1.0,1.0,0
5811,9011900908,11.975582,1.8362842,1.0,1.0,0,5.9961553,0.84998524,1.0,1.0,0
5812,9011900912,0.482011,0.062895365,1.027933,1.0,0,0.37829548,0.028286474,1.0167598,1.0,0
5813,9011900933,7.7785373,3.5396745,1.0,1.0,0,5.505325,5.812887,1.0,1.0,0
5814,9011900934,12.6942625,1.1693001,1.0,1.0,0,7.678477,0.7234137,1.0,1.0,0
5815,9011900948,12.321594,2.3196545,1.0,1.0,0,9.864166,1.681713,1.0,1.0,0
5816,9011900957,10.693767,2.1317391,1.0,1.0,0,10.687922,2.132908,1.0,1.0,0
5817,9011900963,9.864166,0.6988129,1.0,1.0,0,9.864166,0.6988129,1.0,1.0,0
5818,9011900966,1.7765526,0.2989294,1.0952381,1.0,0,1.482209,0.23295175,1.1,1.0,0
5819,9011900973,2.2193952,0.12133621,1.05,1.0,0,2.2546237,0.65774286,1.0666667,1.0,0
5820,9011900977,15.5753,2.4401102,1.0,1.0,0,15.5753,2.4401102,1.0,1.0,0
5821,9011900982,9.802306,1.5781639,1.0,1.0,0,7.9644394,0.33400106,1.0,1.0,0
5822,9011901004,3.4158103,0.4849011,1.0588236,1.0,0,3.49488,0.49612564,1.0833334,1.0,0
5823,9011901043,6.96722,1.258892,1.0,1.0,0,6.96722,1.258892,1.0,1.0,0
5824,9011901082,1.6745359,0.16835567,1.0333333,1.0,0,1.7158432,0.17250867,1.0588236,1.0,0
5825,9011901087,3.7565756,0.6585428,1.0,1.0,0,3.7565756,0.6585428,1.0,1.0,0
5826,9011901092,9.61956,2.6549957,1.0,1.0,0,3.8536735,0.68498266,1.0,1.0,0
5827,9011901100,1.6603829,0.14035603,1.0333333,1.0,0,1.7013412,0.14381833,1.0588236,1.0,0
5828,9011901134,1.3273501,1.2376165,1.027027,1.0,0,1.3511662,1.2598226,1.0454545,1.0,0
5829,9011901139,10.687922,1.3977706,1.0,1.0,0,10.687922,1.3977706,1.0,1.0,0
