target_name,califaid,raj2000,dej2000,redshift,sdss_z,maj_axis,mstar,mstar_min,mstar_max,chi2,vmax_nocorr,vmax_denscorr,magu,err_magu,u_ext,abs_u_min,abs_u_max,magg,err_magg,g_ext,abs_g_min,abs_g_max,magr,err_magr,r_ext,abs_r_min,abs_r_max,magi,err_magi,i_ext,abs_i_min,abs_i_max,magz,err_magz,z_ext,abs_z_min,abs_z_max,hubtyp,minhubtyp,maxhubtyp,bar,flag_release_comb,flag_release_v1200,flag_release_v500,axis_ratio,position_angle,el_hlr,modmag_r
NGC7364,889,341.1015319824219,-0.16210000216960907,0.0163,0.0162,52.53,10.882,10.78,10.987,0.30641,384000.0,261000.0,14.6231,14.6231,,-20.092,-19.958,13.07914,13.07914,,-21.437,-21.387,12.37681,12.37681,,-22.044,-22.006,11.95567,11.95567,,-22.428,-22.38,11.69097,11.69097,,-22.764,-22.672,S ab,S a,S b,A,1,1,1,0.64795,64.91232,12.672,
UGC12185,890,341.85443115234375,31.373519897460938,0.0222,0.0222,53.61,10.67,10.564,10.775,0.27635,1050000.0,1240000.0,15.75235,15.75235,,-19.639,-19.49,14.22057,14.22057,,-20.965,-20.909,13.4928,13.4928,,-21.56,-21.518,13.11914,13.11914,,-21.939,-21.886,12.84957,12.84957,,-22.268,-22.176,S b,S ab,S bc,B (A .. B),1,1,1,0.46968,144.63559,12.276,
UGC12224,891,343.15985107421875,6.0936198234558105,0.0119,0.0118,49.32,10.117,10.012,10.229,2.2091,121000.0,70000.0,14.64373,14.64373,,-19.346,-19.21,13.5356,13.5356,,-20.405,-20.352,12.94075,12.94075,,-20.805,-20.777,12.60728,12.60728,,-21.105,-21.053,12.45338,12.45338,,-21.373,-21.29,S c,S a,S cd,A (A .. AB),1,1,1,0.83206,30.64597,26.532,
NGC0507,2940,20.91592025756836,33.25640106201172,0.0164,0.0,80.50967,11.552,11.518,11.651,14.138,,,15.11453,15.11453,0.32006,-19.81,-19.737,12.7954,12.7954,0.2355,-21.682,-21.577,11.8884,11.8884,0.1708,-22.447,-22.419,11.45412,11.45412,0.12951,-22.963,-22.914,11.18112,11.18112,0.09183,-23.424,-23.356,E 3,E 1,E 0,A,0,0,1,0.63,83.26,12.32172,11.9015
NGC0508,2941,20.918569564819336,33.281089782714844,0.0183,0.0,32.25059,11.279,11.162,11.326,9.813,,,16.42916,16.42916,0.32443,-18.737,-18.647,14.08915,14.08915,0.23871,-20.619,-20.548,13.16493,13.16493,0.17314,-21.46,-21.43,12.65438,12.65438,0.13128,-22.002,-21.953,12.33126,12.33126,0.09308,-22.469,-22.415,E 1,E 0,E 3,A,0,0,1,0.94,15.52,7.67163,13.14199
NGC0515,2942,21.160030364990234,33.473148345947266,0.017,0.0,44.75145,11.038,10.948,11.133,6.804,,,16.03188,16.03188,0.3012,-18.884,-18.763,13.93812,13.93812,0.22162,-20.631,-20.559,13.0314,13.0314,0.16074,-21.431,-21.393,12.56231,12.56231,0.12188,-21.923,-21.869,12.30561,12.30561,0.08642,-22.34,-22.252,E 7,E 2,E 0,A (A .. B),0,0,1,0.7,106.17,7.57527,13.06932
ARP118,2943,43.79494857788086,-0.18010999262332916,0.0278,0.0,0.0,7.6324,7.3588,7.9028,0.34357,,,22.48884,22.48884,0.37143,-13.152,-12.452,21.7597,21.7597,0.2733,-14.136,-13.838,21.01592,21.01592,0.19822,-14.463,-14.397,20.79869,20.79869,0.1503,-14.836,-14.632,20.61786,20.61786,0.10657,-15.165,-14.856,E 5 (M),E 1,E a,A,0,0,1,0.8,135.37,0.41539,20.82246
NGC6023,2944,239.4566650390625,16.310169219970703,0.0372,0.03704,41.60797,11.864,11.732,11.924,21.251,,,16.54638,16.54638,0.19792,-20.227,-20.112,14.10804,14.10804,0.14563,-22.123,-22.041,13.16446,13.16446,0.10562,-22.903,-22.886,12.71537,12.71537,0.08009,-23.452,-23.362,12.49949,12.49949,0.05678,-23.922,-23.883,E 6,E 3,E 0,A,0,0,1,0.79,59.63,8.94015,13.1001
NGC6090,2945,242.91995239257812,52.45751953125,0.0302,0.02947,24.13749,10.44,10.334,10.553,3.6434,,,15.44584,15.44584,0.10269,-20.261,-20.127,14.44127,14.44127,0.07556,-21.29,-21.242,13.89607,13.89607,0.0548,-21.675,-21.645,13.64922,13.64922,0.04155,-21.964,-21.914,13.5478,13.5478,0.02946,-22.23,-22.145,S m (M),S cd,S r,AB (A .. B),1,1,1,0.76,81.7,4.24435,13.8937
NGC7489,898,346.88623046875,22.998090744018555,0.0207,0.0208,54.17,10.501,10.392,10.62,1.7247,895000.0,821000.0,15.18767,15.18767,,-20.785,-20.648,13.93287,13.93287,,-21.751,-21.698,13.28682,13.28682,,-22.065,-22.042,12.89604,12.89604,,-22.33,-22.276,12.65878,12.65878,,-22.578,-22.496,S bc,S b,S cd,A,1,1,1,0.54564,165.03955,20.196,
NGC7536,899,348.5549621582031,13.426380157470703,0.0156,0.0157,57.17,10.308,10.201,10.415,0.33759,450000.0,303000.0,14.88436,14.88436,,-19.606,-19.471,13.70782,13.70782,,-20.713,-20.66,13.13089,13.13089,,-21.147,-21.12,12.8188,12.8188,,-21.462,-21.41,12.57006,12.57006,,-21.746,-21.663,S c,S bc,S cd,AB (A .. B),0,0,1,0.39403,57.42619,20.988,
NGC7550,900,348.81695556640625,18.961450576782227,0.0168,0.0169,52.57,11.432,11.261,11.62,1.0088,439000.0,299000.0,14.5137,14.5137,,-20.788,-20.426,12.78783,12.78783,,-22.208,-22.06,11.5964,11.5964,,-22.89,-22.823,11.3236,11.3236,,-23.355,-23.244,10.85656,10.85656,,-23.763,-23.575,E 4,E 0,E 0,A,0,0,1,0.91863,151.05156,24.552,
NGC7549,901,348.82196044921875,19.041790008544922,0.0158,0.0157,55.78,10.599,10.463,10.732,0.61814,423000.0,286000.0,15.14028,15.14028,,-20.11,-19.833,13.43123,13.43123,,-21.3,-21.163,12.74565,12.74565,,-21.746,-21.698,12.35619,12.35619,,-22.086,-22.006,12.14532,12.14532,,-22.389,-22.268,S bc,S ab,S c,B,1,1,1,0.75157,139.88176,20.196,
NGC7563,902,348.9830322265625,13.196120262145996,0.0139,0.0143,59.2,10.963,10.871,11.047,0.92582,384000.0,252000.0,15.21878,15.21878,,-19.169,-19.041,13.34494,13.34494,,-20.773,-20.722,12.47416,12.47416,,-21.544,-21.502,12.05499,12.05499,,-22.002,-21.952,11.69845,11.69845,,-22.395,-22.301,S a,S 0,S b,B,1,1,1,0.68434,109.35331,9.9,
NGC7562,903,348.98956298828125,6.687540054321289,0.0121,0.012,71.06,11.247,11.149,11.349,4.9974,388000.0,224000.0,14.13099,14.13099,,-20.321,-20.147,12.10368,12.10368,,-21.839,-21.765,11.1957,11.1957,,-22.542,-22.496,10.86423,10.86423,,-22.964,-22.906,10.57031,10.57031,,-23.324,-23.233,E 4,E 2,E 5,A,1,1,1,0.68493,85.3086,20.988,
NGC7591,904,349.5677490234375,6.585790157318115,0.0164,0.0165,53.97,10.76,10.648,10.869,0.03874,443000.0,301000.0,14.84411,14.84411,,-20.09,-19.958,13.29792,13.29792,,-21.369,-21.315,12.63106,12.63106,,-21.909,-21.873,12.23533,12.23533,,-22.272,-22.222,11.8573,11.8573,,-22.601,-22.506,S bc,S b,S bc,B,1,1,1,0.58647,159.82028,16.236,
UGC12494,905,349.7190246582031,6.876910209655762,0.014,0.014,52.4,9.4449,9.3476,9.5624,3.7081,247000.0,161000.0,15.95049,15.95049,,-18.514,-18.378,14.93549,14.93549,,-19.42,-19.366,14.45695,14.45695,,-19.675,-19.656,14.1875,14.1875,,-19.911,-19.86,14.09856,14.09856,,-20.14,-20.065,S d,S cd,S d,B (AB .. B),1,1,1,0.34571,32.8389,20.988,
IC5309,906,349.7984924316406,8.10945987701416,0.014,0.014,47.43,10.276,10.176,10.374,0.60935,182000.0,118000.0,15.7501,15.7501,,-18.688,-18.555,14.21618,14.21618,,-20.014,-19.965,13.47905,13.47905,,-20.609,-20.574,13.10309,13.10309,,-20.982,-20.936,12.8512,12.8512,,-21.3,-21.219,S c,S b,S d,AB (A .. B),1,1,1,0.4912,21.43983,17.028,
NGC2410,151,113.7594223022461,32.82210159301758,0.0161,0.0156,75.24,10.882,10.784,10.975,0.1467,1030000.0,696000.0,14.70573,14.70573,,-19.819,-19.679,13.23699,13.23699,,-21.205,-21.16,12.46716,12.46716,,-21.863,-21.826,12.04841,12.04841,,-22.266,-22.217,11.77406,11.77406,,-22.611,-22.52,S b,S a,S bc,AB (A .. B),0,1,1,0.3168,306.77158,21.384,
NGC7611,908,349.9024963378906,8.063349723815918,0.0109,0.0111,56.16,10.899,10.767,11.041,0.098811,150000.0,85700.0,15.01039,15.01039,,-19.009,-18.869,13.03052,13.03052,,-20.635,-20.555,12.28071,12.28071,,-21.324,-21.292,11.80107,11.80107,,-21.793,-21.73,11.18851,11.18851,,-22.214,-22.095,S 0,E 6,E 0,A,0,0,1,0.49912,138.8736,11.088,
UGC12519,909,350.01153564453125,15.952790260314941,0.0146,0.0146,52.87,10.039,9.9197,10.144,1.8319,287000.0,189000.0,15.35973,15.35973,,-18.988,-18.851,14.04685,14.04685,,-20.139,-20.079,13.47592,13.47592,,-20.555,-20.524,13.28552,13.28552,,-20.861,-20.809,12.96374,12.96374,,-21.145,-21.056,S c,S a,S m,AB (A .. B),1,1,1,0.21462,156.8357,21.384,
NGC1590,5006,67.79261779785156,7.630889892578125,0.013,0.0,30.81096,10.251,10.148,10.35,2.5533,,,16.11793,16.11793,1.03809,-18.841,-18.704,14.38231,14.38231,0.76382,-20.161,-20.1,13.53405,13.53405,0.55399,-20.71,-20.68,13.13153,13.13153,0.42007,-21.066,-21.014,12.85748,12.85748,0.29784,-21.368,-21.287,S cd,S c,S m,AB (A .. AB),0,0,1,0.65,92.61,7.52934,13.61791
UGC03552,5007,102.46375274658203,28.371089935302734,0.016,0.0,37.85404,10.067,9.9648,10.191,16.586,,,16.70074,16.70074,0.43842,-18.235,-18.118,14.82163,14.82163,0.32258,-19.682,-19.599,14.21191,14.21191,0.23396,-20.163,-20.138,13.83366,13.83366,0.17741,-20.495,-20.442,13.90404,13.90404,0.12578,-20.809,-20.731,S d,S c,S m,B (A .. B),0,0,1,0.48,78.96,11.06294,14.19156
NGC7623,912,350.1250305175781,8.395770072937012,0.0125,0.0123,52.39,10.981,10.906,11.055,3.1633,166000.0,97600.0,15.20827,15.20827,,-19.008,-18.887,13.25116,13.25116,,-20.67,-20.611,12.31621,12.31621,,-21.472,-21.437,11.89662,11.89662,,-21.944,-21.893,11.5698,11.5698,,-22.343,-22.248,S 0,S 0,S 0,A (A .. AB),1,1,1,0.70709,170.64656,10.692,
NGC2526,5009,121.74432373046875,8.0039701461792,0.0153,0.0,35.04534,10.2,10.099,10.298,1.0177,,,15.76244,15.76244,0.12547,-18.599,-18.465,14.30315,14.30315,0.09232,-19.912,-19.859,13.64169,13.64169,0.06696,-20.489,-20.454,13.30094,13.30094,0.05077,-20.855,-20.805,13.11591,13.11591,0.036,-21.167,-21.084,S b,S a,S c,A (A .. AB),0,0,1,0.57,128.47,6.4979,13.67237
NGC7631,914,350.36114501953125,8.217630386352539,0.0125,0.0125,63.57,10.529,10.431,10.628,0.089496,318000.0,190000.0,15.00434,15.00434,,-19.125,-18.984,13.51401,13.51401,,-20.475,-20.428,12.73956,12.73956,,-21.1,-21.064,12.35726,12.35726,,-21.49,-21.441,12.02237,12.02237,,-21.826,-21.735,S b,S a,S bc,A (A .. B),1,1,1,0.4433,76.18965,17.424,
NGC7653,915,351.2056579589844,15.27560043334961,0.0142,0.0142,50.29,10.499,10.392,10.605,0.023728,229000.0,150000.0,14.31526,14.31526,,-20.018,-19.88,13.08731,13.08731,,-21.142,-21.09,12.53274,12.53274,,-21.582,-21.554,12.18312,12.18312,,-21.904,-21.852,11.8827,11.8827,,-22.198,-22.11,S b,S a,S c,A,1,1,1,0.8818,162.85196,12.672,
NGC7671,916,351.83056640625,12.46741008758545,0.0137,0.0135,51.8,10.956,10.865,11.05,0.074663,211000.0,133000.0,14.82241,14.82241,,-19.543,-19.406,13.14221,13.14221,,-21.038,-20.992,12.27173,12.27173,,-21.764,-21.727,11.84621,11.84621,,-22.197,-22.147,11.4979,11.4979,,-22.57,-22.472,S 0,E 7,E 0,A,1,1,1,0.64663,137.11253,11.088,
NGC7683,917,352.26593017578125,11.445170402526855,0.0124,0.0124,67.2,11.019,10.911,11.126,0.72318,365000.0,216000.0,14.79892,14.79892,,-19.455,-19.265,12.98435,12.98435,,-20.989,-20.912,12.06674,12.06674,,-21.741,-21.692,11.57305,11.57305,,-22.199,-22.137,11.3057,11.3057,,-22.588,-22.481,S 0,E 6,E 0,A,1,1,1,0.61513,139.01279,14.256,
UGC12633,918,352.5568542480469,15.761019706726074,0.014,0.0139,47.82,10.354,10.249,10.46,1.1943,183000.0,118000.0,15.06079,15.06079,,-19.158,-18.994,13.76573,13.76573,,-20.396,-20.335,13.10027,13.10027,,-20.939,-20.901,12.67457,12.67457,,-21.3,-21.243,12.50537,12.50537,,-21.61,-21.518,S ab,S 0,S r,AB (A .. AB),1,1,1,0.69472,146.35918,16.632,
NGC7684,919,352.63348388671875,0.08106999844312668,0.017,0.0172,48.08,10.986,10.901,11.049,3.4412,353000.0,241000.0,15.41949,15.41949,,-19.342,-19.22,13.61487,13.61487,,-20.921,-20.88,12.73404,12.73404,,-21.69,-21.654,12.28315,12.28315,,-22.132,-22.086,12.11438,12.11438,,-22.503,-22.421,S 0,E 6,E 0a,A (A .. AB),1,1,1,0.43994,-66.57148,9.9,
NGC7691,920,353.10174560546875,15.84784984588623,0.0134,0.0135,52.21,10.216,10.119,10.327,5.1746,216000.0,136000.0,14.30452,14.30452,,-19.983,-19.758,13.09807,13.09807,,-21.014,-20.911,12.59383,12.59383,,-21.337,-21.302,12.13222,12.13222,,-21.603,-21.551,12.1579,12.1579,,-21.846,-21.783,S bc,S a,S cd,B (AB .. B),0,1,1,0.77663,156.89636,28.512,
IC2481,5017,141.87008666992188,3.9296200275421143,0.0177,0.01785,29.6902,9.9579,9.8656,10.068,1.4692,,,15.53547,15.53547,0.2388,-19.258,-19.114,14.29767,14.29767,0.17571,-20.321,-20.265,13.82437,13.82437,0.12744,-20.668,-20.638,13.57953,13.57953,0.09663,-20.939,-20.888,13.45938,13.45938,0.06851,-21.194,-21.113,S cd,S bc,S m,A (A .. AB),0,0,1,0.63,158.43,7.94551,13.81562
UGC12688,922,353.8587341308594,7.3221001625061035,0.0173,0.0174,53.63,10.013,9.9081,10.122,1.8866,510000.0,348000.0,15.72745,15.72745,,-19.152,-19.018,14.49733,14.49733,,-20.234,-20.181,13.90022,13.90022,,-20.626,-20.596,13.62859,13.62859,,-20.918,-20.868,13.46476,13.46476,,-21.184,-21.101,S cd (m),S c,S d,AB (A .. B),1,1,1,0.28918,83.16476,12.672,
NGC7711,923,353.9140625,15.301969528198242,0.0135,0.0135,65.46,11.053,10.961,11.146,1.1741,439000.0,278000.0,14.56314,14.56314,,-19.792,-19.649,12.827,12.827,,-21.293,-21.242,11.99187,11.99187,,-22.019,-21.982,11.51463,11.51463,,-22.451,-22.399,11.26634,11.26634,,-22.818,-22.725,E 7,E 4,E 0,A,1,1,1,0.5323,95.00592,15.048,
NGC7716,924,354.13104248046875,0.2972699999809265,0.0087,0.0085,53.84,10.389,10.254,10.519,1.2342,60600.0,44100.0,14.05063,14.05063,,-19.311,-19.041,12.42986,12.42986,,-20.551,-20.426,11.79398,11.79398,,-21.042,-20.993,11.65862,11.65862,,-21.399,-21.324,11.25323,11.25323,,-21.72,-21.605,S b,S a,S bc,A (A .. AB),1,1,1,0.70737,27.11105,21.384,
UGC5392,5021,150.39920043945312,21.60774040222168,0.0205,0.02064,45.21597,9.9527,9.8465,10.055,0.12251,,,17.08182,17.08182,0.14971,-17.936,-17.801,15.6623,15.6623,0.11016,-19.236,-19.189,14.98652,14.98652,0.07989,-19.814,-19.779,14.64775,14.64775,0.06058,-20.186,-20.137,14.36955,14.36955,0.04295,-20.51,-20.419,S d,S cd,S d,A (A .. B),0,0,1,0.15,9.8,10.15374,14.9486
UGC12723,926,354.85003662109375,10.85004997253418,0.018,0.0182,50.7,9.879,9.7707,9.9837,0.51292,491000.0,340000.0,16.66083,16.66083,,-18.061,-17.92,15.44221,15.44221,,-19.259,-19.211,14.78296,14.78296,,-19.775,-19.743,14.46749,14.46749,,-20.125,-20.074,14.08866,14.08866,,-20.44,-20.348,S c,S ab,S d,A (A .. AB),1,1,1,0.12999,75.69783,17.424,
NGC7738,927,356.0085754394531,0.5166199803352356,0.0222,0.0228,62.0,11.079,10.987,11.177,0.54589,1450000.0,1730000.0,15.11914,15.11914,,-20.087,-19.959,13.53055,13.53055,,-21.536,-21.494,12.75905,12.75905,,-22.229,-22.191,12.33561,12.33561,,-22.648,-22.599,12.07857,12.07857,,-23.008,-22.913,S b,S ab,S c,B,1,1,1,0.30554,-52.06913,14.652,
MCG+08-19-17,5024,154.74168395996094,46.45418167114258,0.0297,0.02996,12.19989,9.8729,9.7662,9.9825,0.8557,,,16.9854,16.9854,0.05849,-18.734,-18.603,15.80598,15.80598,0.04304,-19.824,-19.771,15.3331,15.3331,0.03121,-20.223,-20.195,15.03607,15.03607,0.02367,-20.524,-20.469,14.90796,14.90796,0.01678,-20.796,-20.708,S dm,S a,S r,A,0,0,1,0.78,78.86,3.2965,15.32893
NGC3323,5025,159.91262817382812,25.32278060913086,0.0173,0.01736,41.52682,9.8078,9.722,9.9105,3.9375,,,15.04224,15.04224,0.12683,-19.546,-19.418,14.02477,14.02477,0.09332,-20.471,-20.418,13.64701,13.64701,0.06768,-20.704,-20.684,13.48131,13.48131,0.05132,-20.928,-20.877,13.44399,13.44399,0.03639,-21.151,-21.074,S cd,S bc,S m,B,0,0,1,0.44,175.3,8.83059,13.73217
UGC12816,930,357.9612121582031,3.082750082015991,0.0175,0.0178,50.73,9.8228,9.722,9.9394,1.9461,457000.0,313000.0,15.16934,15.16934,,-19.497,-19.358,14.2347,14.2347,,-20.387,-20.335,13.83926,13.83926,,-20.632,-20.613,13.61838,13.61838,,-20.864,-20.812,13.51204,13.51204,,-21.093,-21.012,S c,S b,S cd,A (A .. AB),1,1,1,0.61927,144.97919,16.236,
NGC7782,931,358.4745178222656,7.970600128173828,0.0177,0.0179,71.24,11.14,11.02,11.254,0.12069,1330000.0,913000.0,14.18187,14.18187,,-20.666,-20.425,12.69363,12.69363,,-21.994,-21.905,11.92426,11.92426,,-22.601,-22.548,11.50502,11.50502,,-22.996,-22.93,11.24474,11.24474,,-23.337,-23.232,S b,S a,S bc,A (A .. AB),0,0,1,0.55072,178.38818,26.136,
NGC7783NED01,932,358.5419921875,0.382860004901886,0.025,0.0262,51.45,11.455,11.394,11.55,10.361,1510000.0,1570000.0,15.65526,15.65526,,-20.162,-20.056,13.41531,13.41531,,-21.94,-21.828,12.5981,12.5981,,-22.587,-22.56,12.22286,12.22286,,-23.058,-22.99,12.00879,12.00879,,-23.47,-23.368,S a (M),S 0,S r,A (A .. B),1,1,1,0.45627,105.82264,15.84,
NGC7787,933,359.0325927734375,0.5494800209999084,0.0219,0.0222,47.1,10.621,10.511,10.743,0.91611,709000.0,836000.0,15.82928,15.82928,,-19.211,-19.057,14.57701,14.57701,,-20.537,-20.489,13.85373,13.85373,,-21.169,-21.133,13.36434,13.36434,,-21.58,-21.524,13.02037,13.02037,,-21.945,-21.831,S ab,S 0,S c,AB (A .. B),1,1,1,0.63341,2.85481,11.484,
UGC12857,934,359.1980285644531,1.3551900386810303,0.0083,0.0082,59.0,9.7471,9.6427,9.8465,0.25384,70800.0,54300.0,15.19487,15.19487,,-17.758,-17.621,13.94108,13.94108,,-18.973,-18.922,13.33024,13.33024,,-19.492,-19.459,12.98334,12.98334,,-19.841,-19.792,12.76203,12.76203,,-20.146,-20.059,S bc,S a,S d,A,1,1,1,0.22889,212.63329,19.404,
IC701,5031,172.7529296875,20.46894073486328,0.0203,0.02046,28.5399,9.8944,9.8069,9.9864,7.0886,,,15.59046,15.59046,0.11564,-19.391,-19.248,14.42421,14.42421,0.08509,-20.416,-20.354,13.97995,13.97995,0.06171,-20.713,-20.684,13.77661,13.77661,0.0468,-20.96,-20.907,13.81207,13.81207,0.03318,-21.194,-21.115,S d (M),S cd,S d,AB,0,0,1,0.69,80.81,8.47075,13.91439
MCG-01-01-012,936,359.7950134277344,-4.1915998458862305,0.0189,0.0193,45.1,10.841,10.735,10.947,0.10549,406000.0,295000.0,16.29074,16.29074,,-18.589,-18.451,14.58757,14.58757,,-20.179,-20.136,13.69619,13.69619,,-20.988,-20.947,13.17029,13.17029,,-21.488,-21.436,12.79708,12.79708,,-21.922,-21.811,S ab,S a,S b,AB (A .. AB),1,1,1,0.2583,69.03616,16.632,
PGC0213858,5033,173.65426635742188,54.891300201416016,0.0192,0.01934,20.55968,9.6229,9.5205,9.7239,0.31376,,,18.08784,18.08784,0.08466,-16.775,-16.644,16.50931,16.50931,0.06229,-18.17,-18.118,15.84136,15.84136,0.04518,-18.799,-18.762,15.4584,15.4584,0.03426,-19.193,-19.144,15.20252,15.20252,0.02429,-19.538,-19.446,S a,S 0,S c,A (A .. AB),0,0,1,0.3,40.94,3.4702,15.59265
PGC0035860,5034,173.9631805419922,34.28215026855469,0.0212,0.02105,13.02467,8.6901,8.5991,8.783,2.0332,,,17.87093,17.87093,0.09977,-17.166,-17.044,16.84878,16.84878,0.07341,-18.032,-17.974,16.64808,16.64808,0.05324,-18.187,-18.17,16.45432,16.45432,0.04037,-18.369,-18.317,16.44453,16.44453,0.02862,-18.57,-18.493,S dm (m),S a,S r,A (A .. B),0,0,1,0.57,119.46,4.30409,16.69931
NGC4384,5039,186.2998504638672,54.506221771240234,0.0084,0.0,0.0,9.5185,9.4211,9.6238,2.7336,,,14.56029,14.56029,0.09903,-18.383,-18.242,13.55301,13.55301,0.07287,-19.365,-19.309,13.10696,13.10696,0.05285,-19.671,-19.649,12.90979,12.90979,0.04007,-19.932,-19.88,12.81168,12.81168,0.02841,-20.175,-20.098,S d,S ab,S m,A (A .. AB),0,0,1,0.87,78.67,9.41447,13.07816
IC3918,5042,194.22317504882812,22.373580932617188,0.0223,0.0,0.0,9.7506,9.6118,9.8999,43.082,,,16.28724,16.28724,0.34626,-19.138,-18.91,14.96582,14.96582,0.25478,-20.081,-19.988,14.98608,14.98608,0.18479,-20.337,-20.304,14.24524,14.24524,0.14012,-20.603,-20.507,14.17365,14.17365,0.09934,-20.865,-20.719,S c,S ab,S d,AB (A .. B),0,0,1,0.98,139.47,1.07645,15.07766
UGC12494NOTES01,2998,349.7152404785156,6.895579814910889,0.014,0.0,0.0,9.8563,9.7693,9.9446,1.5,,,17.09485,17.09485,0.53623,-17.433,-17.295,15.57987,15.57987,0.39455,-18.79,-18.748,14.73216,14.73216,0.28616,-19.431,-19.397,14.31331,14.31331,0.21699,-19.818,-19.77,14.08512,14.08512,0.15385,-20.14,-20.056,E 2,E 1,E 3,A (A .. AB),0,0,1,0.76,128.61,7.09219,14.63309
MCG+09-22-53,5047,200.6353759765625,54.81829071044922,0.0118,0.01183,26.83064,9.3975,9.3125,9.4922,6.7886,,,15.87027,15.87027,0.1582,-17.957,-17.795,14.66854,14.66854,0.1164,-19.024,-18.962,14.14872,14.14872,0.08442,-19.358,-19.326,14.00146,14.00146,0.06402,-19.614,-19.563,13.9474,13.9474,0.04539,-19.855,-19.779,S cd,S ab,S m,A,0,0,1,0.71,117.35,6.74818,14.16682
MCG-02-02-086,3001,10.460439682006836,-9.303230285644531,0.0556,0.05538,51.18908,11.906,11.801,12.006,8.1843,,,16.46842,16.46842,0.19436,-21.072,-20.944,14.37551,14.37551,0.14301,-22.815,-22.731,13.43014,13.43014,0.10372,-23.578,-23.549,12.97423,12.97423,0.07865,-24.074,-24.018,12.76972,12.76972,0.05576,-24.497,-24.427,E 7,E 4,E 0,AB (A .. B),0,0,1,0.56,148.95,13.08291,13.3963
IC1602,3003,13.966190338134766,-9.98563003540039,0.0546,0.05476,36.97997,11.677,11.582,11.766,5.2709,,,16.5568,16.5568,0.19164,-20.885,-20.772,14.60188,14.60188,0.141,-22.53,-22.472,13.69173,13.69173,0.10227,-23.291,-23.245,13.24525,13.24525,0.07755,-23.758,-23.7,13.03438,13.03438,0.05498,-24.159,-24.065,E 2,E 0,E 4,A,0,0,1,0.78,161.71,8.99178,13.50166
NGC0548,3004,21.510520935058594,-1.2255699634552002,0.0178,0.01803,35.24441,10.488,10.406,10.565,3.2298,,,16.39107,16.39107,0.18742,-18.428,-18.297,14.66772,14.66772,0.1379,-19.94,-19.898,13.82495,13.82495,0.10002,-20.666,-20.629,13.43712,13.43712,0.07584,-21.085,-21.036,13.2527,13.2527,0.05377,-21.434,-21.352,E 4,E 2,E 5,A,1,1,1,0.72,164.98,7.37838,13.76063
NGC0647,3005,24.984149932861328,-9.242429733276367,0.0421,0.04212,36.24924,11.701,11.622,11.813,5.7046,,,16.01855,16.01855,0.15425,-20.81,-20.698,13.98876,13.98876,0.11349,-22.525,-22.435,13.11878,13.11878,0.08231,-23.24,-23.203,12.70389,12.70389,0.06242,-23.718,-23.648,12.46073,12.46073,0.04425,-24.129,-24.045,E 7,E 1,E 0,A (A .. B),0,0,1,0.81,11.8,7.45148,13.06841
SDSSJ015424,3006,28.601760864257812,13.541130065917969,0.0205,0.02074,37.65796,10.577,10.487,10.658,2.1668,,,16.98129,16.98129,0.33501,-18.322,-18.197,15.10754,15.10754,0.2465,-19.904,-19.854,14.2446,14.2446,0.17878,-20.662,-20.62,13.7913,13.7913,0.13556,-21.108,-21.058,13.52186,13.52186,0.09612,-21.491,-21.401,S 0a,E 5,E cd,A,1,1,1,0.42,157.2,6.46512,14.12776
IC0195,3007,30.935789108276367,14.709320068359375,0.0122,0.01218,38.88684,10.455,10.378,10.549,2.1455,,,15.88649,15.88649,0.28168,-18.206,-18.076,14.04657,14.04657,0.20726,-19.763,-19.712,13.23587,13.23587,0.15032,-20.496,-20.459,12.81758,12.81758,0.11398,-20.926,-20.88,12.53754,12.53754,0.08082,-21.296,-21.206,S 0,E 4,E a,AB (A .. B),0,1,0,0.54,129.05,5.12519,13.15197
UGC03960,3008,115.09474182128906,23.27495002746582,0.0075,0.00755,37.15438,9.849,9.7707,9.9248,11.8,,,16.15202,16.15202,0.23988,-16.884,-16.767,14.22107,14.22107,0.1765,-18.471,-18.368,13.50172,13.50172,0.12801,-19.118,-19.076,13.10801,13.10801,0.09707,-19.519,-19.47,13.01177,13.01177,0.06882,-19.863,-19.799,E 2,E 0,E 5,A,1,1,1,0.84,43.02,8.87892,13.40785
LSBCF560-04,3009,116.57756042480469,18.368690490722656,0.0526,0.05262,41.25856,11.89,11.775,11.924,14.366,,,16.62797,16.62797,0.1931,-20.824,-20.708,14.43584,14.43584,0.14208,-22.619,-22.555,13.49439,13.49439,0.10305,-23.361,-23.347,13.02122,13.02122,0.07814,-23.867,-23.818,12.89751,12.89751,0.0554,-24.303,-24.238,E 5,E 4,E 0,A,0,0,1,0.63,175.51,8.36967,13.28535
MCG+07-17-002,3010,118.93488311767578,41.20391845703125,0.0741,0.07424,35.97595,11.651,11.577,11.761,8.2332,,,17.53136,17.53136,0.21741,-20.676,-20.576,15.51253,15.51253,0.15997,-22.371,-22.315,14.54227,14.54227,0.11602,-23.143,-23.103,14.06073,14.06073,0.08798,-23.629,-23.568,13.87847,13.87847,0.06238,-24.042,-23.933,E 4,E 1,E 0,A,0,0,1,0.51,134.44,7.48945,14.38463
