target_name,califaid,raj2000,dej2000,redshift,sdss_z,maj_axis,mstar,mstar_min,mstar_max,chi2,vmax_nocorr,vmax_denscorr,magu,err_magu,u_ext,abs_u_min,abs_u_max,magg,err_magg,g_ext,abs_g_min,abs_g_max,magr,err_magr,r_ext,abs_r_min,abs_r_max,magi,err_magi,i_ext,abs_i_min,abs_i_max,magz,err_magz,z_ext,abs_z_min,abs_z_max,hubtyp,minhubtyp,maxhubtyp,bar,flag_release_comb,flag_release_v1200,flag_release_v500,axis_ratio,position_angle,el_hlr,modmag_r
IC5376,1,0.3324100077152252,34.52566909790039,0.0166,0.0168,66.56,10.655,10.563,10.75,1.2479,886000.0,604000.0,15.896,15.896,,-18.913,-18.779,14.20036,14.20036,,-20.388,-20.344,13.39081,13.39081,,-21.096,-21.056,12.90876,12.90876,,-21.522,-21.473,12.64841,12.64841,,-21.887,-21.792,S b,S a,S d,A,1,1,1,0.26734,183.94391,16.632,
UGC00005,2,0.7735099792480469,-1.913830041885376,0.0238,0.0243,48.34,10.831,10.73,10.935,0.16073,1010000.0,1200000.0,15.12597,15.12597,,-20.257,-20.129,13.74425,13.74425,,-21.527,-21.481,13.07575,13.07575,,-22.088,-22.053,12.71217,12.71217,,-22.452,-22.401,12.46343,12.46343,,-22.77,-22.68,S bc,S ab,S c,A (A .. B),1,1,1,0.54389,235.44568,16.632,
NGC7819,3,1.1021100282669067,31.472009658813477,0.0164,0.0167,52.94,10.389,10.225,10.402,5.3685,429000.0,292000.0,14.32955,14.32955,,-20.174,-19.895,13.85895,13.85895,,-20.692,-20.658,13.29416,13.29416,,-21.058,-21.031,13.01891,13.01891,,-21.317,-21.289,12.71685,12.71685,,-21.636,-21.515,S c,S bc,S c,A (A .. B),1,1,1,0.52947,86.83136,23.76,
CGCG536-030,2052,20.288270950317383,40.47079849243164,0.0199,0.0,24.21816,9.6528,9.5534,9.7567,2.0661,,,16.14054,16.14054,0.26986,-18.901,-18.771,15.0415,15.0415,0.19856,-19.865,-19.812,14.61322,14.61322,0.14401,-20.14,-20.119,14.38879,14.38879,0.1092,-20.385,-20.335,14.30013,14.30013,0.07742,-20.623,-20.542,S dm,S cd,S r,AB (A .. B),1,1,1,0.62,27.75,7.06616,14.6125
IC1528,5,1.2724000215530396,-7.093389987945557,0.0125,0.0128,63.63,10.144,10.039,10.255,1.9891,339000.0,206000.0,14.34303,14.34303,,-19.524,-19.389,13.28775,13.28775,,-20.569,-20.517,12.7676,12.7676,,-20.95,-20.924,12.49311,12.49311,,-21.239,-21.192,12.36362,12.36362,,-21.505,-21.424,S bc,S ab,S d,AB (A .. B),1,1,1,0.36337,72.41671,23.76,
NGC7824,6,1.2759900093078613,6.920149803161621,0.0201,0.0204,55.16,11.246,11.152,11.333,0.54405,900000.0,761000.0,15.25076,15.25076,,-19.91,-19.779,13.42398,13.42398,,-21.492,-21.447,12.5497,12.5497,,-22.263,-22.219,12.12064,12.12064,,-22.723,-22.672,11.76982,11.76982,,-23.118,-23.022,S ab,S a,S ab,A (A .. B),0,0,1,0.74783,159.67441,11.88,
UGC00036,7,1.3078399896621704,6.772029876708984,0.0206,0.0209,50.98,11.002,10.9,11.113,0.0094818,759000.0,723000.0,15.68935,15.68935,,-19.436,-19.303,14.0737,14.0737,,-20.946,-20.9,13.20888,13.20888,,-21.693,-21.654,12.72804,12.72804,,-22.156,-22.101,12.34977,12.34977,,-22.559,-22.448,S ab,S a,S bc,AB (A .. B),1,1,1,0.6002,9.35455,10.296,
NGC0001,8,1.8160799741744995,27.708080291748047,0.015,0.0151,51.98,10.8,10.688,10.909,0.22806,304000.0,203000.0,14.72749,14.72749,,-19.773,-19.574,13.25316,13.25316,,-21.113,-21.041,12.50549,12.50549,,-21.731,-21.683,12.04097,12.04097,,-22.129,-22.067,11.76878,11.76878,,-22.475,-22.37,S bc,S b,S c,A,1,1,1,0.80404,107.71639,12.672,
NGC0023,9,2.4726099967956543,25.923830032348633,0.015,0.0152,59.28,11.04,10.944,11.138,0.51221,462000.0,309000.0,13.81531,13.81531,,-20.533,-20.4,12.39904,12.39904,,-21.859,-21.815,11.6719,11.6719,,-22.47,-22.434,11.30142,11.30142,,-22.848,-22.801,11.07349,11.07349,,-23.17,-23.088,S b,S ab,S cd,B (AB .. B),1,1,1,0.42238,155.53825,17.424,
NGC0036,10,2.842910051345825,6.389349937438965,0.0197,0.0203,59.72,10.896,10.791,10.996,5.4538,1130000.0,923000.0,14.70021,14.70021,,-20.479,-20.349,13.14466,13.14466,,-21.778,-21.721,12.5306,12.5306,,-22.325,-22.291,12.0529,12.0529,,-22.686,-22.632,11.97941,11.97941,,-22.993,-22.905,S b,S a,S bc,B (A .. B),1,1,1,0.65414,76.81784,21.78,
UGC00139,11,3.6327600479125977,-0.737559974193573,0.013,0.0132,65.15,9.7853,9.6743,9.8947,0.45515,399000.0,248000.0,14.86131,14.86131,,-19.149,-19.007,13.87116,13.87116,,-20.088,-20.035,13.46166,13.46166,,-20.369,-20.35,13.22812,13.22812,,-20.62,-20.569,13.03012,13.03012,,-20.865,-20.782,S cd,S c,S d,A (A .. B),0,0,1,0.43579,79.56819,19.404,
UGC00148,12,3.9637300968170166,16.08983039855957,0.0138,0.014,58.55,10.112,10.004,10.221,0.542,344000.0,223000.0,14.93554,14.93554,,-19.281,-19.143,13.82503,13.82503,,-20.349,-20.295,13.26338,13.26338,,-20.752,-20.725,12.96563,12.96563,,-21.056,-21.004,12.72569,12.72569,,-21.329,-21.247,S c,S ab,S m,A (A .. AB),1,1,1,0.22649,95.72438,20.988,
MCG-02-02-030,13,7.530459880828857,-11.113630294799805,0.0115,0.0118,54.55,10.369,10.267,10.469,0.067624,165000.0,95100.0,14.70948,14.70948,,-19.03,-18.895,13.33439,13.33439,,-20.313,-20.265,12.67364,12.67364,,-20.884,-20.848,12.31196,12.31196,,-21.252,-21.204,12.06029,12.06029,,-21.572,-21.485,S b,S ab,S c,AB (A .. B),1,1,1,0.34269,163.97014,19.404,
UGC00312,14,7.849669933319092,8.466730117797852,0.0142,0.0145,45.63,9.7797,9.6806,9.8917,1.5243,179000.0,118000.0,14.5172,14.5172,,-19.645,-19.504,13.64332,13.64332,,-20.488,-20.433,13.29353,13.29353,,-20.688,-20.669,13.14419,13.14419,,-20.896,-20.847,12.98038,12.98038,,-21.114,-21.037,S d,S c,S m,B,1,1,1,0.34558,9.63426,20.592,
NGC0675,2063,27.285890579223633,13.059809684753418,0.0175,0.0,3.43895,9.7193,9.5867,9.8514,5.8004,,,20.61814,20.61814,0.45446,-14.198,-13.916,18.91215,18.91215,0.33439,-16.071,-15.96,17.46759,17.46759,0.24252,-17.079,-17.052,16.94148,16.94148,0.1839,-17.733,-17.654,16.33982,16.33982,0.13039,-18.277,-18.124,S a,S 0,S bc,AB (A .. AB),1,1,1,0.97,87.71,1.14386,17.42511
MCG-02-02-040,16,7.899119853973389,-10.506389617919922,0.0117,0.0118,45.45,9.9969,9.901,10.098,4.1346,94400.0,54400.0,15.15418,15.15418,,-18.511,-18.369,14.03078,14.03078,,-19.685,-19.636,13.40017,13.40017,,-20.193,-20.163,13.00833,13.00833,,-20.533,-20.484,12.91943,12.91943,,-20.821,-20.738,S cd,S bc,S m,AB (A .. B),0,0,1,0.22677,52.17671,20.988,
UGC00335NED02,17,8.488840103149414,7.268270015716553,0.0178,0.0182,46.66,10.783,10.687,10.888,2.6395,383000.0,265000.0,15.76115,15.76115,,-19.172,-19.018,13.84967,13.84967,,-20.715,-20.627,13.11298,13.11298,,-21.389,-21.345,12.71373,12.71373,,-21.811,-21.752,12.46982,12.46982,,-22.181,-22.088,E 4 (m),E 3,E 5,A,1,1,1,0.62645,147.82867,18.216,
NGC0155,18,8.666999816894531,-10.766510009765625,0.0203,0.0207,46.21,11.176,11.072,11.279,1.677,538000.0,479000.0,14.94906,14.94906,,-20.254,-20.102,13.00719,13.00719,,-21.793,-21.688,12.36687,12.36687,,-22.412,-22.37,11.95415,11.95415,,-22.832,-22.77,11.70557,11.70557,,-23.199,-23.11,E 1,E 0,E 0,A,1,1,1,0.77579,174.32182,15.84,
ESO540-G003,19,8.914560317993164,-20.12537956237793,0.0108,0.0111,61.7,10.033,9.9285,10.137,1.1031,202000.0,116000.0,14.64784,14.64784,,-18.895,-18.759,13.4761,13.4761,,-20.02,-19.966,12.96323,12.96323,,-20.461,-20.432,12.60309,12.60309,,-20.78,-20.729,12.46405,12.46405,,-21.064,-20.98,S b,S ab,S bc,AB (A .. B),1,1,1,0.47171,153.37135,14.256,
NGC0160,20,9.017109870910645,23.957910537719727,0.0172,0.0175,77.82,11.03,10.925,11.124,12.549,1490000.0,1020000.0,14.61963,14.61963,,-20.087,-19.957,12.96731,12.96731,,-21.517,-21.468,12.33038,12.33038,,-22.183,-22.145,11.71195,11.71195,,-22.599,-22.548,11.69494,11.69494,,-22.95,-22.86,S a,S 0,S bc,A (A .. AB),1,1,1,0.62521,49.34601,22.176,
NGC0165,21,9.12051010131836,-10.106160163879395,0.0192,0.0196,45.97,10.592,10.472,10.693,2.0415,455000.0,336000.0,15.10668,15.10668,,-19.843,-19.713,13.63506,13.63506,,-21.12,-21.062,13.01336,13.01336,,-21.649,-21.617,12.66638,12.66638,,-21.998,-21.945,12.54805,12.54805,,-22.296,-22.21,S b,S a,S bc,B,0,0,1,0.82329,87.74871,19.008,
NGC0169,22,9.2150297164917,23.990970611572266,0.0151,0.0154,50.39,11.601,11.416,11.768,7.056,293000.0,197000.0,15.68875,15.68875,,-18.998,-18.709,13.42484,13.42484,,-20.843,-20.751,12.22005,12.22005,,-21.874,-21.791,11.36807,11.36807,,-22.529,-22.369,11.72466,11.72466,,-23.071,-22.839,S ab (M),S a,S bc,A (A .. AB),1,1,1,0.42159,89.22457,34.452,
NGC0171,23,9.339799880981445,-19.93423080444336,0.0129,0.0131,56.21,10.721,10.62,10.82,0.69824,250000.0,155000.0,13.8932,13.8932,,-20.018,-19.887,12.56468,12.56468,,-21.285,-21.237,11.90252,11.90252,,-21.844,-21.812,11.56858,11.56858,,-22.205,-22.156,11.37629,11.37629,,-22.513,-22.429,S b,S a,S c,B,1,1,1,0.63339,111.71274,26.532,
NGC0177,24,9.393070220947266,-22.549230575561523,0.0126,0.0128,67.73,10.37,10.26,10.486,0.20064,414000.0,252000.0,15.11398,15.11398,,-18.758,-18.617,13.72989,13.72989,,-20.088,-20.044,13.02929,13.02929,,-20.702,-20.665,12.67216,12.67216,,-21.096,-21.037,11.435,11.435,,-21.447,-21.33,S ab,S a,S b,A (A .. AB),0,1,0,0.36971,190.46716,13.86,
UGC00029,4,1.1405999660491943,28.301719665527344,0.0288,0.0293,45.28,11.036,10.862,11.212,0.27767,1440000.0,1580000.0,15.09012,15.09012,,-20.956,-20.663,13.53005,13.53005,,-22.157,-22.052,13.0328,13.0328,,-22.661,-22.594,12.60424,12.60424,,-23.049,-22.902,11.33511,11.33511,,-23.39,-23.172,E 1,E 0,E 1,A,0,1,0,0.79899,181.2522,17.028,
NGC0192,26,9.805890083312988,0.8641600012779236,0.0135,0.014,66.3,10.848,10.759,10.949,0.17428,510000.0,333000.0,14.54929,14.54929,,-19.439,-19.306,13.07894,13.07894,,-20.888,-20.842,12.27315,12.27315,,-21.59,-21.551,11.86401,11.86401,,-22.016,-21.966,11.55716,11.55716,,-22.383,-22.284,S ab,S a,S b,AB (A .. B),1,1,1,0.30736,73.65891,22.176,
NGC0216,27,10.36320972442627,-21.04467010498047,0.0051,0.0052,62.94,9.2819,9.1771,9.3949,1.0053,18100.0,27200.0,14.1579,14.1579,,-17.676,-17.535,13.16708,13.16708,,-18.669,-18.612,12.7312,12.7312,,-18.989,-18.968,12.50578,12.50578,,-19.257,-19.208,12.34914,12.34914,,-19.51,-19.43,S d,S b,S r,A (A .. AB),1,1,1,0.2666,205.13582,20.592,
NGC0214,28,10.366829872131348,25.499380111694336,0.0148,0.0151,60.58,10.823,10.716,10.921,0.27876,480000.0,320000.0,13.89415,13.89415,,-20.4,-20.265,12.58935,12.58935,,-21.63,-21.578,11.95389,11.95389,,-22.158,-22.125,11.60729,11.60729,,-22.51,-22.461,11.37926,11.37926,,-22.818,-22.73,S bc,S bc,S c,AB (AB .. B),1,1,1,0.66257,61.55579,18.216,
IC0208,2077,32.11561965942383,6.395090103149414,0.0115,0.0,35.91038,9.8665,9.7639,9.9685,10.999,,,23.93686,23.93686,0.28027,-17.636,-17.429,14.81464,14.81464,0.20622,-18.944,-18.88,13.95961,13.95961,0.14957,-19.547,-19.515,13.73777,13.73777,0.11341,-19.926,-19.871,14.3344,14.3344,0.08041,-20.244,-20.152,S bc,S ab,S c,AB (A .. B),0,0,1,0.67,7.49,14.85068,13.60257
NGC0835,2078,32.352508544921875,-10.135899543762207,0.0134,0.0,37.28853,10.828,10.733,10.91,0.98039,,,14.47193,14.47193,0.13133,-19.627,-19.495,12.88245,12.88245,0.09663,-21.055,-21.009,12.14057,12.14057,0.07009,-21.725,-21.688,11.7603,11.7603,0.05314,-22.124,-22.078,11.53033,11.53033,0.03768,-22.465,-22.384,S ab (m),S a,S b,AB (A .. B),0,0,1,0.84,27.25,7.16252,12.28439
NGC0234,31,10.884969711303711,14.342570304870605,0.0145,0.0149,46.37,10.653,10.548,10.752,0.7996,203000.0,134000.0,14.23316,14.23316,,-20.276,-20.143,12.94049,12.94049,,-21.436,-21.388,12.30876,12.30876,,-21.912,-21.881,11.91963,11.91963,,-22.243,-22.193,11.71593,11.71593,,-22.533,-22.447,S c,S c,S d,AB (A .. B),1,1,1,0.85093,74.71886,20.196,
MCG-02-03-015,32,11.943479537963867,-9.835049629211426,0.0188,0.0191,62.9,10.627,10.515,10.75,0.97798,1100000.0,797000.0,15.50468,15.50468,,-19.472,-19.341,13.82666,13.82666,,-20.864,-20.786,13.2859,13.2859,,-21.405,-21.371,12.85413,12.85413,,-21.788,-21.734,12.55861,12.55861,,-22.145,-22.045,S ab,S 0,S bc,AB (A .. B),0,1,0,0.32796,23.8829,12.276,
NGC0257,33,12.00629997253418,8.297069549560547,0.0171,0.0175,55.79,10.794,10.689,10.896,0.89758,586000.0,401000.0,14.328,14.328,,-20.402,-20.268,12.98716,12.98716,,-21.624,-21.576,12.3264,12.3264,,-22.147,-22.113,11.97155,11.97155,,-22.494,-22.444,11.79094,11.79094,,-22.792,-22.705,S c,S b,S cd,A (A .. B),1,1,1,0.57607,92.15151,21.78,
NGC0309,34,14.177760124206543,-9.913869857788086,0.0184,0.0189,62.45,10.834,10.737,10.942,1.8626,1040000.0,744000.0,13.46333,13.46333,,-21.348,-21.212,12.30191,12.30191,,-22.404,-22.351,11.76067,11.76067,,-22.77,-22.741,11.56974,11.56974,,-23.049,-23.0,11.39859,11.39859,,-23.311,-23.23,S cd,S c,S cd,B (AB .. B),1,1,1,0.84157,107.84957,34.056,
NGC0364,35,16.170129776000977,-0.8027499914169312,0.0166,0.0171,47.55,10.962,10.816,11.103,1.9782,332000.0,226000.0,15.48671,15.48671,,-19.321,-19.034,13.69098,13.69098,,-20.825,-20.705,12.58874,12.58874,,-21.561,-21.494,12.32504,12.32504,,-22.031,-21.944,12.05641,12.05641,,-22.438,-22.287,E 7,E 4,E 0,AB (A .. B),1,1,1,0.78437,50.71361,15.84,
NGC0429,36,18.239269256591797,-0.3449999988079071,0.0182,0.0188,52.75,10.794,10.706,10.878,1.2069,608000.0,432000.0,15.83286,15.83286,,-18.977,-18.841,14.13638,14.13638,,-20.512,-20.466,13.30115,13.30115,,-21.263,-21.227,12.84216,12.84216,,-21.709,-21.66,12.60456,12.60456,,-22.088,-21.99,S a,S 0,S c,A (A .. AB),1,1,1,0.39865,18.67979,6.336,
IC1652,37,18.73448944091797,31.94849967956543,0.0169,0.0173,48.88,10.612,10.517,10.7,1.0523,374000.0,255000.0,15.62096,15.62096,,-19.125,-18.991,14.02229,14.02229,,-20.536,-20.492,13.25721,13.25721,,-21.2,-21.163,12.83563,12.83563,,-21.599,-21.551,12.6052,12.6052,,-21.941,-21.856,S 0a,S 0,S bc,A (A .. AB),1,1,1,0.31499,-10.55396,11.088,
NGC0447,38,18.90683937072754,33.06776809692383,0.0183,0.0186,54.95,11.131,11.028,11.218,4.9864,674000.0,476000.0,14.88219,14.88219,,-20.243,-20.088,12.98838,12.98838,,-21.727,-21.652,12.19721,12.19721,,-22.396,-22.351,11.81251,11.81251,,-22.801,-22.745,11.62391,11.62391,,-23.146,-23.066,S a,S 0,S c,B,1,1,1,0.602,19.61305,28.512,
NGC0444,39,18.956510543823242,31.08061981201172,0.0158,0.0161,61.94,9.8669,9.7606,9.9734,0.96981,630000.0,428000.0,15.80682,15.80682,,-18.76,-18.627,14.61077,14.61077,,-19.841,-19.789,14.06328,14.06328,,-20.234,-20.206,13.77386,13.77386,,-20.528,-20.477,13.60907,13.60907,,-20.796,-20.712,S cd,S c,S d,A (A .. AB),1,1,1,0.23847,-19.50409,23.364,
UGC00809,40,18.96599006652832,33.810699462890625,0.0138,0.014,55.43,9.6862,9.5778,9.8023,1.6653,293000.0,191000.0,15.84472,15.84472,,-18.301,-18.156,14.83645,14.83645,,-19.329,-19.276,14.28045,14.28045,,-19.716,-19.689,13.98044,13.98044,,-20.013,-19.963,13.76904,13.76904,,-20.284,-20.201,S cd,S c,S d,A (A .. B),1,1,1,0.19214,22.78519,20.196,
UGC00841,41,19.791780471801758,33.03062057495117,0.0182,0.0186,52.52,10.011,9.9046,10.114,0.39762,584000.0,412000.0,16.3665,16.3665,,-18.557,-18.424,14.99714,14.99714,,-19.759,-19.707,14.38117,14.38117,,-20.257,-20.223,14.01721,14.01721,,-20.596,-20.545,13.80607,13.80607,,-20.896,-20.805,S bc,S a,S d,A (A .. AB),1,1,1,0.24927,53.45424,17.028,
NGC0477,42,20.335350036621094,40.48815155029297,0.0193,0.0196,54.06,10.497,10.392,10.604,0.60224,740000.0,544000.0,14.79508,14.79508,,-20.166,-20.031,13.57695,13.57695,,-21.272,-21.218,13.03229,13.03229,,-21.692,-21.664,12.71205,12.71205,,-22.003,-21.95,12.52003,12.52003,,-22.281,-22.195,S bc,S b,S c,AB (A .. B),1,1,1,0.65654,-38.03397,21.78,
IC1683,43,20.662200927734375,34.437129974365234,0.0159,0.0162,48.42,10.589,10.498,10.678,1.144,299000.0,203000.0,15.49132,15.49132,,-19.031,-18.897,14.0044,14.0044,,-20.437,-20.395,13.19941,13.19941,,-21.11,-21.07,12.76517,12.76517,,-21.515,-21.467,12.54998,12.54998,,-21.857,-21.77,S b,S a,S c,AB (A .. B),1,1,1,0.5946,-14.49307,13.068,
NGC0499,44,20.79789924621582,33.46018981933594,0.0144,0.0146,55.71,11.401,11.242,11.571,1.9965,334000.0,220000.0,14.63596,14.63596,,-20.143,-19.89,12.42975,12.42975,,-21.714,-21.616,11.57857,11.57857,,-22.482,-22.423,11.282,11.282,,-22.994,-22.872,10.75083,10.75083,,-23.435,-23.23,E 5,E 2,E 0,A,1,1,1,0.60595,71.5453,21.384,
NGC0496,45,20.798309326171875,33.52927017211914,0.0196,0.02,46.73,10.414,10.306,10.522,1.5522,509000.0,387000.0,15.13948,15.13948,,-19.877,-19.736,14.0211,14.0211,,-20.966,-20.916,13.40125,13.40125,,-21.402,-21.373,13.07573,13.07573,,-21.717,-21.665,12.8588,12.8588,,-21.996,-21.915,S cd,S bc,S d,A (A .. AB),0,0,1,0.5772,38.26566,19.008,
NGC0504,46,20.866270065307617,33.204349517822266,0.0138,0.0141,58.23,10.47,10.382,10.551,12.027,347000.0,226000.0,15.76342,15.76342,,-18.638,-18.461,14.10867,14.10867,,-20.074,-20.007,13.217,13.217,,-20.762,-20.721,12.57647,12.57647,,-21.162,-21.119,12.60303,12.60303,,-21.49,-21.428,S 0,E 7,E 0,A,1,1,1,0.52831,48.87436,8.712,
NGC0517,47,21.182519912719727,33.429588317871094,0.0137,0.014,54.81,10.822,10.731,10.911,0.33101,282000.0,184000.0,15.19468,15.19468,,-19.088,-18.954,13.5316,13.5316,,-20.605,-20.561,12.65284,12.65284,,-21.352,-21.316,12.20729,12.20729,,-21.796,-21.745,11.90199,11.90199,,-22.175,-22.077,S 0,S 0,S 0,A,1,1,1,0.48226,19.31053,10.296,
NGC0523,48,21.336490631103516,34.02494812011719,0.0155,0.0162,53.26,10.628,10.509,10.728,2.5756,403000.0,274000.0,14.65382,14.65382,,-19.916,-19.783,13.17521,13.17521,,-21.194,-21.134,12.51478,12.51478,,-21.728,-21.695,12.16179,12.16179,,-22.078,-22.028,12.04609,12.04609,,-22.373,-22.291,S d (m),S b,S r,AB (A .. B),1,1,1,0.24147,87.78697,24.156,
UGC00987,49,21.38102912902832,32.136268615722656,0.0152,0.0155,64.87,10.614,10.514,10.71,0.10154,646000.0,434000.0,15.29332,15.29332,,-19.183,-19.045,13.808,13.808,,-20.561,-20.516,13.04232,13.04232,,-21.21,-21.173,12.605,12.605,,-21.612,-21.562,12.31065,12.31065,,-21.96,-21.865,S a,S 0a,S a,AB (AB .. B),1,1,1,0.34986,29.25822,12.672,
NGC0528,50,21.38987922668457,33.67144012451172,0.0157,0.0161,52.41,10.874,10.784,10.968,3.6133,373000.0,254000.0,15.23874,15.23874,,-19.485,-19.337,13.44402,13.44402,,-20.979,-20.922,12.55916,12.55916,,-21.679,-21.638,12.28111,12.28111,,-22.094,-22.042,11.8892,11.8892,,-22.451,-22.363,S 0,E 7,E 0,A,1,1,1,0.49367,58.66031,12.276,
NGC0529,51,21.41783905029297,34.71302032470703,0.0158,0.0161,54.88,11.088,10.996,11.186,0.97549,428000.0,291000.0,14.39043,14.39043,,-20.137,-20.005,12.82133,12.82133,,-21.581,-21.537,11.97557,11.97557,,-22.271,-22.231,11.6408,11.6408,,-22.684,-22.638,11.23751,11.23751,,-23.043,-22.95,E 4,E 3,E 0,A,1,1,1,0.85849,-23.32764,12.672,
NGC0551,52,21.919309616088867,37.182979583740234,0.017,0.0174,53.09,10.641,10.541,10.743,3.0463,488000.0,333000.0,15.02204,15.02204,,-19.652,-19.517,13.6652,13.6652,,-20.937,-20.892,12.99213,12.99213,,-21.521,-21.487,12.50116,12.50116,,-21.897,-21.847,12.34853,12.34853,,-22.218,-22.128,S bc,S ab,S c,AB (A .. B),1,1,1,0.43484,-45.45134,19.8,
UGC01057,53,22.22188949584961,13.793800354003906,0.0206,0.0211,46.51,10.105,9.9937,10.22,3.5148,589000.0,586000.0,15.67213,15.67213,,-19.375,-19.208,14.55614,14.55614,,-20.429,-20.362,14.11887,14.11887,,-20.809,-20.78,13.66222,13.66222,,-21.11,-21.049,13.57,13.57,,-21.382,-21.29,S c,S bc,S cd,AB (A .. B),1,1,1,0.30287,151.79152,14.256,
NGC0570,54,22.24432945251465,-0.9490000009536743,0.0178,0.0185,56.29,10.958,10.879,11.035,6.3163,704000.0,493000.0,14.90773,14.90773,,-19.777,-19.639,13.37861,13.37861,,-21.231,-21.191,12.54612,12.54612,,-21.938,-21.906,12.08463,12.08463,,-22.351,-22.306,12.02391,12.02391,,-22.689,-22.61,S b,S a,S c,B,1,1,1,0.70219,101.93407,15.84,
UGC01062,55,22.248180389404297,-0.5619400143623352,0.0177,0.0182,52.66,11.006,10.92,11.094,2.6035,553000.0,383000.0,15.28109,15.28109,,-19.516,-19.389,13.45732,13.45732,,-21.086,-21.035,12.65108,12.65108,,-21.826,-21.785,12.24867,12.24867,,-22.26,-22.213,11.99035,11.99035,,-22.634,-22.549,S 0a,S 0,S ab,AB (A .. B),1,1,1,0.47224,56.97924,12.672,
2MASXJ01331766+1319567,56,23.323789596557617,13.332030296325684,0.0093,0.0094,66.64,9.3454,9.2417,9.4514,2.0661,154000.0,97600.0,15.9158,15.9158,,-17.466,-17.322,14.69694,14.69694,,-18.564,-18.508,14.13336,14.13336,,-18.963,-18.933,13.8747,13.8747,,-19.258,-19.207,13.74972,13.74972,,-19.52,-19.438,S c,S c,S d,AB (AB .. B),0,0,1,0.19455,175.0282,28.512,
UGC01123,57,23.53321075439453,-1.032289981842041,0.0159,0.0163,50.59,10.575,10.484,10.668,0.52737,351000.0,239000.0,15.72082,15.72082,,-18.813,-18.684,14.05605,14.05605,,-20.279,-20.232,13.28878,13.28878,,-20.972,-20.932,12.89246,12.89246,,-21.387,-21.34,12.60248,12.60248,,-21.745,-21.656,S ab,S a,S bc,A (A .. AB),1,1,1,0.30546,69.57129,9.504,
IC0159,58,26.604389190673828,-8.636619567871094,0.0126,0.013,47.49,9.8347,9.7288,9.9461,0.13333,146000.0,90100.0,14.84738,14.84738,,-19.022,-18.883,13.8206,13.8206,,-20.014,-19.958,13.3977,13.3977,,-20.335,-20.314,13.16287,13.16287,,-20.605,-20.554,12.9093,12.9093,,-20.866,-20.782,S dm,S c,S r,B (AB .. B),0,0,1,0.77608,15.71394,14.652,
UGC01271,59,27.25027084350586,13.21111011505127,0.0164,0.0168,46.23,10.827,10.738,10.922,0.63334,290000.0,198000.0,15.46066,15.46066,,-19.203,-19.065,13.8797,13.8797,,-20.689,-20.646,12.99985,12.99985,,-21.419,-21.383,12.52659,12.52659,,-21.86,-21.809,12.24533,12.24533,,-22.234,-22.133,S 0a,S 0,S d,B,1,1,1,0.66252,72.53295,9.504,
UGCA021,60,27.293149948120117,-10.061240196228027,0.0064,0.0066,47.64,9.483,9.2967,9.6902,2.0868,15200.0,16600.0,13.78671,13.78671,,-18.646,-18.076,12.98438,12.98438,,-19.508,-19.233,12.20241,12.20241,,-19.685,-19.636,12.48786,12.48786,,-19.931,-19.844,12.29613,12.29613,,-20.197,-20.041,S dm,S d,S r,B (AB .. B),0,0,1,0.94157,108.52122,41.58,
NGC0681,61,27.295169830322266,-10.426480293273926,0.0057,0.0059,65.18,10.492,10.313,10.683,0.0022949,34200.0,43600.0,13.64011,13.64011,,-18.738,-18.333,12.07616,12.07616,,-20.088,-19.923,11.35329,11.35329,,-20.71,-20.651,10.89187,10.89187,,-21.16,-21.045,10.49796,10.49796,,-21.558,-21.364,S a,S a,S ab,AB (A .. AB),1,1,1,0.65278,68.77192,30.492,
UGC01274,62,27.298419952392578,12.853249549865723,0.0255,0.0262,45.46,11.128,11.043,11.233,0.16909,1050000.0,1090000.0,16.32645,16.32645,,-19.472,-19.334,14.54015,14.54015,,-21.056,-21.01,13.57953,13.57953,,-21.853,-21.814,13.08434,13.08434,,-22.335,-22.282,12.70562,12.70562,,-22.749,-22.645,S a,S 0,S ab,A (A .. AB),0,0,1,0.47412,104.12806,6.732,
NGC0677,63,27.30858039855957,13.055350303649902,0.0165,0.0169,47.07,11.291,11.034,11.563,0.75008,315000.0,215000.0,14.87859,14.87859,,-20.561,-20.023,12.7223,12.7223,,-21.905,-21.714,11.60291,11.60291,,-22.574,-22.472,11.46697,11.46697,,-23.064,-22.861,11.08598,11.08598,,-23.496,-23.177,E 0,E 0,E 0,A,0,1,1,0.90039,71.7189,34.056,
NGC0693,64,27.630210876464844,6.144529819488525,0.0051,0.0052,61.77,10.155,10.011,10.305,0.037568,17100.0,25500.0,14.11831,14.11831,,-17.939,-17.643,12.70092,12.70092,,-19.29,-19.169,12.02711,12.02711,,-19.909,-19.86,11.50232,11.50232,,-20.337,-20.26,11.08495,11.08495,,-20.723,-20.584,E 7,E 0,E m,AB (A .. AB),1,1,1,0.31455,105.658,22.572,
NGC0716,65,28.24867057800293,12.708470344543457,0.0147,0.0153,55.68,10.583,10.48,10.686,0.33316,389000.0,260000.0,14.87717,14.87717,,-19.445,-19.31,13.53994,13.53994,,-20.743,-20.697,12.80888,12.80888,,-21.337,-21.301,12.41716,12.41716,,-21.714,-21.665,12.13982,12.13982,,-22.041,-21.953,S b,S a,S d,AB (A .. B),1,1,1,0.64091,57.26412,11.484,
